"";"cluster";"present_in_n_genomes";"cluster_type_manual";"Afumigatus";"Aoryzae";"Aniger"
"3032";4065;3;"core";"AFUA_3G03980;AFUA_5G10050";"AO090026000406;AO090124000055";"1228761;1155637;1228762;1071883;1228760;1099045;1131834;1162333;1204346;1064665;1101280;1101281;1149737;1204344;1171037;46874;1082409;1082413;1061807;1156630;1116891;1116890;1181974;1150150;1077800;1206317;1098350;1228759;1180490;37979;1101279;1116889;1067621;1083560;1204342;1098589;1074615;1141010"
"3033";3935;3;"core";"AFUA_2G03490";"AO090120000235";"1135190;1121177;1105539;1164813;53203;1087669;1158166;1158165;1151818;1018523;1174496;1144460;1184585;1105541;1105540;1121179;1121178;1151801;1087331;1062633;1087803;1061762;1066222;1018526"
"3034";3946;3;"core";"AFUA_8G05530";"AO090005000592";"1092470;1092350;1092237;1176833;1109235;1109234;1159412;1124864;1124865;205005;1109233;1124866;1068432;1186453;1028353;1153394;1166596;1060354;1065058;1146097;1146096;1137457"
"3035";2792;2;"accessory";"AFUA_2G09410";"AO090010000111";""
"3036";3253;1;"singleton";"";"";"1123552;1090653;1107912;1152792;1158971;1216960;1063189;1091001;1067559;1216962;1123553;1107913;1216963;1090715;1123554;1107914;215081;1064306;1176000;1185813;45034;1136642"
"3037";4075;3;"core";"AFUA_2G08480";"AO090011000853";"1075211;1150815;1075907;1119225;1119226;1119227;1172740;1183261;1157439;1085544;1085813;1103610;1085473;1103608;1103609;1133485;211648;1163556;1011865;1075210"
"3038";4072;1;"singleton";"";"";"1090189;1152236;1059748;1214905;1135868;1185170;1175200;1122226;37022;1106589;1065007;1088617;1214903;1065780;1088310;1214901;1214904"
"3039";4076;1;"singleton";"";"";"1098758;1061545;1141313;1098879;1229520;1061598;140060;1098647;1066646;1130399;1130400;1114749;1114748;1161285;1114747;1130398;1180799;1155831"
"3040";4073;1;"singleton";"";"";"1225754;1168335;1139794;1179226;1128595;1225750;1112947;1096791;1225756;1070702;1160623;53115;1155002;1147637;1188282"
"3041";3875;3;"core";"AFUA_2G13980";"AO090026000163";"1122065;46984;1088413;1067645;1106427;1214644;1214647;1152177;1185080;1175100;1158471;1088194;1088542;1165290;1106429;1106428;1135770;1067615;1065078;1122066;1122067"
"3042";4083;3;"core";"AFUA_5G14420";"AO090103000493";"1157217;1150488;1069455;1102936;1084764;1207521;1118551;1163269;1084322;1133055;1084840;1074673;1118552;1118553;1072155;1207519;1182967;1172311;43911;1102937;1102938;1207520"
"3043";3256;3;"core";"AFUA_2G14270";"AO090023000108";"1151992;1135485;52120;1089810;1090186;1174798;1076907;1075579;1213710;1158311;1070426;1105915;1105916;1105917;1019745;1090095;1121552;1165044;1184820;1121554;1121553"
"3044";4066;3;"core";"AFUA_2G06220";"AO090001000739";"1158885;1185722;1063388;1107680;1067231;1107681;1216614;1089069;1123317;1123318;1152654;1090215;1175864;1064926;1216606;1123316;1107679;1090042;47202;1136507;1216610;1165907;1145485"
"3045";4058;3;"core";"AFUA_1G10750";"AO090038000342";"1179984;121206;1227595;1140523;1098113;1227594;1075216;1129485;1113839;1188934"
"3046";4087;1;"singleton";"";"";"1110306;1110307;1067622;1221040;1167072;1153872;1186947;1066958;1177484;1125945;1125946;1093543;1138089;1092658;1110305;1125944;1065673;1093535;1221036;204035;1159772"
"3047";1739;3;"core";"AFUA_1G13870;AFUA_1G13860";"AO090012000489;AO090012000491";"1114125;1114126;1169196;1189204;1180306;1129777;1140829;1129778;1228276;1228272;1098820;1098153;1068186;1098092;1069277;1065997;1129776;1114124;1140828;1180305;1148460;129462"
"3048";4086;3;"core";"AFUA_1G06710";"AO090001000471";"1073425;1129156;1113509;1155268;212180;1179671;1140225;1097198;1039394;1129157;1129158;1113510;1078641;1113511;1168681;1069905;1160834;1097363;1188647;1147943;1097606"
"3049";1136;2;"accessory";"AFUA_6G03900";"AO090701000157";""
"3050";4085;3;"core";"AFUA_3G02360;AFUA_3G02380";"AO090120000045;AO090120000034";"1162365;1149798;1204525;1171108;1182014;1083580;55496;1084243;1182013;1116976;1065217;1082989;1072092;1116974;1116975;1005575;1171107;1101363;1101361;1101362;1062744;1142315;1131897"
"3051";2440;3;"core";"AFUA_1G08940;AFUA_1G08950";"AO090005001632;AO090005001631";"1227161;1129305;1129306;1129304;1168781;1160887;1188755;1113657;1113659;1113658;1140330;1097785;1155322;1179781;1098057;1097711;1060477;1077676;1077081;1148054;1168782;1188756;1140331;1040011;1040013;1040015;1179782;1148055;1040014;208486"
"3052";1970;3;"core";"AFUA_6G11420;AFUA_6G11440";"AO090023000470;AO090023000469";"1169215;1228333;1189223;1140850;1180327;1161065;1228336;1155516;1169214;1189222;1180326;1148470;1140849;1042430;38142"
"3053";4094;1;"singleton";"";"";"1222909;1160102;1065450;1094708;1127017;1111369;1222901;1138722;1167604;1111368;1127016;1222905;1065002;45252;1094554;1178130;1187512;1154246"
"3054";4096;1;"singleton";"";"";"1131639;1082176;1149607;1170831;44781;1082160;1065010;1060322"
"3055";3558;2;"accessory";"AFUA_5G06110";"";"1217369;1136790;1217374;1108187;1123826;1090927;1070331;1217372;1123827;1185930;1108188;1091041;1073055;1176151;192901;1152906"
"3056";4095;3;"core";"AFUA_3G13160";"AO090012000817";"1185366;1106956;1158654;1022701;1122592;1122591;1122590;1106955;1106954;1175427;1152379;1136088;1068816;1088526;1060325;1089086;1088745;1061547;207131;1145182;1165567"
"3057";4098;1;"singleton";"";"";"1136521;1175878;1123363;46100;1158900;1216653;1185736;1107726;1063967;1152669;1090355;46101;1152670;1175879;1090340;1059483;1165921"
"3058";3992;3;"core";"AFUA_7G04010;AFUA_6G12230";"AO090026000813;AO090120000195";"1185641;174677;1165826;1089460;1123148;1123147;1088902;1123149;1065921;1090144;1158831;1152599;1175779;1107512;1107511;1059679;1216313;1136424;1107513;1065923;1100889;1100888;1100887;1181765;1116492;1116493;1116491;1064684;1156488;1170738;1082029;1082250;1162143;1131549;1203591;213685;1149553;1066514;1081807;1059559"
"3059";4108;3;"core";"AFUA_4G08910";"AO090023000638";"1222142;1110916;1154084;1159963;1094004;1126560;1094057;1110917;1110918;50455;1062909;1062918;1094499;1167380;1126562;1126561;1138454;1222140;1187272;1177852;1061048"
"3060";4106;3;"core";"AFUA_4G00830";"AO090020000694";"1104929;1157923;1151482;1120565;1073192;1211366;1173863;1184083;1134587;1164336;1211364;1086984;1077536;1120564;1211362;1120563;1087123;1104930;1104928;1070323;182927;1144026;1086746"
"3061";4105;2;"accessory";"";"AO090124000023";"1162336;1131841;1082993;1204374;1171045;1082357;206387;1066518;1181977;1101290;1156633;1101289;1116900;1068452;1116898;1116899;1083665;1059713;1149746;1101288;1204371"
"3062";4111;1;"singleton";"";"";"1178626;1066620;1112052;1096084;1096119;1112053;1127700;1127699;1065581;1224133;38982;1224137;1066095;1154552;1095860;1160318;1112054;1127701;1139206;1167940;1224135;1187863"
"3063";4103;2;"accessory";"";"AO090009000123";"1186046;1108459;1108458;1091238;1092110;1077612;1217825;1166216;1136950;1124098;1124097;1124096;1159146;1153046;1091509;1070757;139646;1071192;1108460;1176314"
"3064";3873;3;"core";"AFUA_5G13220";"AO090120000462";"1116248;1116249;1081103;1149448;1181639;1203090;49427;1068341;1065815;1170580;1100644;1100645;1081669;1156406;1131404;1080937;1100646;1203092;1162031;1059004;1116250"
"3065";4115;3;"core";"AFUA_1G01750";"AO090005000919";"1083477;1171550;1156848;1101857;1101856;1101855;1082850;1083372;1205663;1059370;1150019;1117468;1117467;1117466;1063789;1182369;51914;1064356;1132324;1205659"
"3066";4116;2;"accessory";"";"AO090701000769;AO090701000768";"1202580;1080894;41739;1100343;1069431;1202581;1149324;1156305;1181489;1081677;1170398;1131228;1076349;1081037;1161887;1071385;1115949;1100344;1100345;1202582;1115950;1115948"
"3067";4117;3;"core";"AFUA_4G06300;AFUA_4G06310";"AO090023000961";"1126124;1110483;1221345;1061268;1094270;1153941;1177576;1187029;1138183;1221341;124587;203785;1167152;1187030;1177577;1221347;1138184;1146598;1159833"
"3068";3902;3;"core";"AFUA_4G11660";"AO090003001054";"54513;1177924;1167437;1222367;1138523;1187331;1093893;1065446;1126667"
"3069";3969;3;"core";"AFUA_4G11690";"AO090003001052";"1111027;1111026;1067325;1160001;1126672;1126671;1111025;1126670;1064858;1154131;1167440;1094448;1187334;1222372;1177927;1138526;1094222;1094218;1065657;195378;45444"
"3070";4126;3;"core";"AFUA_7G01860";"AO090038000562";"1157340;1208084;1133331;1163418;1072147;1084401;1183116;1084890;1010902;1118900;1118902;1118901;1118903;1085063;1172581;1103284;1076638;1075820;1103286;1103285;1103287;212833;1143233;1084540;1073550;1150708"
"3071";4120;3;"core";"AFUA_5G12302";"AO090120000347";"1132011;1162431;1101455;1117068;1204793;1083566;1059688;1064520;1101456;1101457;1156705;1182085;1083495;1082463;1117070;1117069;1149865;1204791;55487;1171227;1066857;1142361;1204795"
"3072";3628;1;"singleton";"";"";"1085129;1150900;1078137;1071020;1085205;1172885;1133629"
"3073";4133;3;"core";"AFUA_3G12250";"AO090003000789";"1152322;1068456;1089694;1136007;1062879;1165496;1106810;1106809;1106811;1090180;207055;1022292;1158603;1122447;1122448;1122446;1064548;1175343;1185290;1088363"
"3074";4113;3;"core";"AFUA_5G05700";"AO090009000692";"1176191;1159081;1123916;1108278;193079;1152933;1217508;1078006;1090752;1217513;1166146;1136831;1136830;1025781;1145705;1025786;1025784;1166145;1185970"
"3075";4135;2;"accessory";"AFUA_7G03670";"";"1131517;1170705;1162114;1181734;1004252;1004257"
"3076";4134;2;"accessory";"AFUA_2G04670";"";"1066264;1224205;1160330;1112087;1095426;1154589;1139253;1187877;1095850;1063519;1224203;1127733;1127732;1112086;1112085;1178674;178568;1096698;1062297;1167953;1127734"
"3077";4137;3;"core";"AFUA_8G05610";"AO090005000582";"1124853;1124852;1186446;1166591;1176826;1146090;1109221;1137451;1109222;1146091;1124851;1109220;57420;1092220;1073203;1092273;1070077;1092235;1072598;1028312"
"3078";4138;2;"accessory";"";"AO090020000640";"1099056;1098257;1189519;1141251;1155785;1180737;1169503;1161258;1130330;1229385;1114679;1130329;1074300;1114678;1114680;1130331;1097833;1069917;1229383;198063;1073071"
"3079";4123;3;"core";"AFUA_3G08070";"AO090005001472";"37397;1136259;1175602;1088651;1078807;1152499;1088068;1073791"
"3080";4139;3;"core";"AFUA_3G09950";"AO090003000514";"1218567;1124497;1108855;1078667;1137223;41101;1091832;1108857;1108856;1091118;1176592;1159287;1166404;1186248;1218565;1076670;1077279;1153241;1124499;1124498;1145935;1092161"
"3081";3963;1;"singleton";"";"AO090011000310;AO090003001406";""
"3082";4143;1;"singleton";"";"";"1137188;1159272;1218451;1108800;1153226;1091479;1072089;1124443;1074660;1186218;1124445;1124444;1091188;1108802;1108801;1092002;1176558;1218447;1077079;183856;1145909;1218453"
"3083";4148;1;"singleton";"";"";"1104718;1104717;1104719;1087089;1183958;1120349;1120350;1210948;1070902;1157847;40714;1151393;1120351;1068950;1210950;1164221;1173719;1072198;1086687;1134446;1143913;1086445"
"3084";4004;2;"accessory";"";"AO090023000322";"1176924;1028746;1166676;1186533;51275;1028743;1146170;1146171;1137549"
"3085";3700;2;"accessory";"";"AO090005000637";"1176873;1186491;1137499;45558;1166635;1219321"
"3086";4151;3;"core";"AFUA_1G15860";"AO090005001114";"1118373;1157157;1207270;1150390;1084019;1077038;1118372;1102760;1182881;1082461;1070021;51700;1172168;1102762;1118374;1143084;1083644;1071557;1132919;1009895;1102761"
"3087";4084;3;"core";"AFUA_2G13100";"AO090026000266";"1076054;1106026;1090120;1213889;1121663;1106028;1106027;1078876;206509;1089858;1088952;1184870;1213891;1158346;1174856;1165090;1152033;1077019;1121664;1135537;1121665;1144717"
"3088";4150;2;"accessory";"";"AO090012000012;AO090012000021";"1214149;1135598;1088096;1071232;36770;1089396;1158385;1121796;1121797;1106161;1152077;1073065;1106160;1121798;1184929;1174922;1070110;1089914;1106162;1165145"
"3089";4093;3;"core";"AFUA_3G08530";"AO090005001423";"1066454;1136305;1215990;1185540;1107331;1107332;1165731;1122968;1122967;1158772;1175650;1152526;1089883;1059707;1215992;1089057;173510;1089202;1065996;1122966;1107330"
"3090";4156;3;"core";"AFUA_2G11300";"AO090026000520";"1066433;1059002;55539;1106226;1106225;1158408;1135638;1088773;1088579;1089075;1152104;1121860;1062135;1121862;1184963;1121861;1174963;1214263;1165179;1144790;1106224"
"3091";3876;3;"core";"AFUA_6G02150";"AO090120000100";"1173486;1104503;1086985;1073956;1086433;1183801;210141;1120135;1120137;1151256;1120136;1134225;1086856;1078190;1104504;1164074;1157752;1104505;1077352;1210401"
"3092";4158;2;"accessory";"";"AO090001000225";"1140696;1227930;1180168;1189083;1169081"
"3093";3481;2;"accessory";"AFUA_2G00410";"AO090701000634";""
"3094";4054;3;"core";"AFUA_4G09220;AFUA_5G00310";"AO090023000614";"1187302;1167409;1064413;1064418;1154104;1159981;1126616;1094414;1126617;1138485;1126618;1177885;1094077;1032708;213014;1110974;1110972;1110973;1094450;1068820"
"3095";4166;3;"core";"AFUA_1G09110";"AO090005001602";"1179797;1129323;1098574;1227196;176010;1168796;1140345;1227193;1113676;1098835;1129324;1113677;1064236;1065527;1188771"
"3096";4168;3;"core";"AFUA_7G01530";"AO090010000313";"1077685;1172549;1103214;1103215;1207963;1078520;1150675;1118831;1118830;1183089;1157316;1085043;1084761;1163394;189537;1068938;1118832;1103216;1084614;1133300"
"3097";3814;2;"accessory";"AFUA_4G14590";"";"1084397;1084718;1084438;1150445;1074479;1070237;1073794;121020;1172254;1133000"
"3098";4171;3;"core";"AFUA_3G06730";"AO090020000324";"1160527;1225286;1071575;1095644;1154899;1128309;1225284;1168200;1139649;1179076;1128307;1096583;1128308;1070690;1112661;1112662;1225285;1069394;1188141;1095409;199510;1112663"
"3099";4169;3;"core";"AFUA_2G16870";"AO090102000133";"1167651;1178206;1138798;1034189;55163;1147067;1187560"
"3100";4175;1;"singleton";"";"";"1068356;1082751;1156606;1116822;1116821;1101214;1149713;1204224;1060754;1101213;1162311;1204226;1131810;1083802;1101215;1060967;1204228;1116823;36571;1083479"
"3101";4176;3;"core";"AFUA_6G02160;AFUA_6G02140";"AO090120000101;AO090120000099";"1163787;1133849;211401;1173106;1183500;1119600;1209396;1103969;1085606;1067178;1173107;1209402;1157566;1151009;1183501;1085176;1085821;1085589;1079282;1079279;1079375;1143541;1119601;1119602;1119603;1103972;1103970;1103971;1209400"
"3102";4172;3;"core";"AFUA_5G02460";"AO090102000359";"1107106;1165630;1122743;1122742;1088698;1075260;1090100;173598;1215670;1152438;1185433;1136172;1175514;1077832;1158701;1215668;1122741;1089329;1078169;1107104;1107105"
"3103";4170;1;"singleton";"";"";"1091300;1078036;1153042;1217815;1136947;1217816;1166213;1078560;53696;1108452;1124090;1091857;1217818;1186042;1176310;1091346;1124089;1069075;1108451;1217814"
"3104";3889;3;"core";"AFUA_4G03770";"AO090011000350";"1202116;1202119;1181345;1170209;1161755;1131049;1156209;1100073;1080820;1149197;1061986;184651;1115678;1100074;1081321;1059670;1115679;1202122;1202113"
"3105";4181;3;"core";"AFUA_2G15700";"AO090012000259";"1120382;1120384;1120383;1069696;1086226;1183978;200758;1086510;1173741;1164236;1015396;1071623;1104750;1104751;1134466;1151405;1104752;1086858;1061565;1157858"
"3106";3781;3;"core";"AFUA_6G11140";"AO090023000502";"1169235;1140876;1228423;176833;1189244;1180351;1228419;1155538;1161077;1155526;1161076;1099100;1098459;1098823;1129828;1129827;1129829;1070782;1078269;1076358;1114177;1114175;1114176;1148499"
"3107";4152;3;"core";"AFUA_3G08520";"AO090005001424";"51606;1152524;1107329;1136304;1185539;1215988;1089216;1061379;1175649;1165730;1122965;1158771;1145330"
"3108";4186;3;"core";"AFUA_4G08530";"AO090023000707";"1094330;1094107;1154065;1177817;1159947;1110860;1067313;1110859;1126504;1126503;1110861;1126502;1167350;1066519;1138422;1222064;1222067;1060820;1094129;54558;1187239"
"3109";4097;3;"core";"AFUA_6G14290";"AO090103000454;AO090103000455";"1180379;1189267;47399;1169258;1140903;1228502"
"3110";4191;3;"core";"AFUA_3G08240";"AO090005001456";"1136278;1165705;1215916;1152508;1067896;1089448;207316;1067821;1066461;1175621;1158754;1122915;1122914;1122913;1185512;1107278;1107277;1090113;1107279;1088418;1145305;1215918"
"3111";4185;3;"core";"AFUA_4G13390";"AO090009000235;AO090009000234";"1162869;1084177;1117726;1102117;1102118;1102119;1150123;1082947;1117728;1117727;1156939;46481;1171765;1082360;1182553;1206182;1070076;1078825;1074996;1171766;1182554;172165;1132534"
"3112";4187;3;"core";"AFUA_7G05240";"AO090005000272";"1134844;1211986;1105187;1184272;1174135;1158024;1120825;40078;1151635;1077900;1211985;1087836;1144172;1144173;1164518"
"3113";4188;1;"singleton";"";"";"1088342;1151951;1089604;1135443;1077176;1077172;1088685;175013;1174755;1070959"
"3114";4131;2;"accessory";"";"AO090103000128";"1116675;1101071;1062710;1101073;1101072;1149627;1162236;1004913;1170862;1181865;1081835;1116676;1116677;1156551;1062734;1082033;1061412;1082248;1131666"
"3115";1889;1;"singleton";"";"";"1178641;1095245;1096760;1095243;1078942;1079424;1079072;179495;1139220"
"3116";3919;3;"core";"AFUA_5G07110";"AO090701000269";"1217066;1107979;1136687;1107978;1090578;1185844;1158992;1176046;1062560;213943;1123619;1123618;1090922;1152829;1060044;1166024;1123617;1064014;1217062;1107977;1090963"
"3117";4199;3;"core";"AFUA_4G00120";"AO090003000526;AO090003000527";"1211598;1164410;180636;1120670;1120672;1120671;1105034;1105032;1105033;1211596;1087258;1151564;1070081;1173983;1184159;1087918;1074714;1087338;1157964;1071298;1134703"
"3118";3767;2;"accessory";"AFUA_3G03170";"AO090010000380";""
"3119";4203;3;"core";"AFUA_4G04100";"AO090206000081";"1099997;1149173;1202020;1181312;1156187;1063406;1062146;1161724;1115602;1170173;1131016;1115601;1081101;1080884;1202023;1099998;1081490;1115603;121906;1061832;1099996"
"3120";4205;3;"core";"AFUA_2G13512";"AO090026000262";"1158496;1021381;1122146;1122145;1106507;1106508;1106509;1165333;1122144;1152207;1063533;1089402;1021387;1214784;1088781;1062736;1175153;1090253;1214786;1135821;123805;1078968;1144940;1185125"
"3121";4204;1;"singleton";"";"";"1118995;1157369;1072105;1208264;1103381;1084780;1143277;1150739"
"3122";4201;1;"singleton";"";"";"1209045;1163659;1085662;1119423;1119422;186468;1172904;1157503;1183364;1072588;1103796;1119421;1103794;1103795;1150912;1070687;1078790;1085207;1209048;1085537;1143447;1133649"
"3123";4207;1;"singleton";"";"";"1169984;43182;1130833;1201383"
"3124";4208;3;"core";"AFUA_4G03435";"AO090012000169";"1173162;42034;1133905;1183542"
"3125";1398;3;"core";"AFUA_3G13560";"AO090010000064";"1059727;1083867;1150147;1132579;1171814;1154802;1095907;1096850;1139520;1061354;1059755;1095821;39296;1060917;1066545;1095459;1139519;1154801;1096830;1095826;1064241;39295;1060844;1178947"
"3126";4210;3;"core";"AFUA_5G13320";"AO090120000477";"1065793;1202878;1100520;1100521;1081270;185664;1081564;1149397;1116126;1116125;1156366;1181573;1170495;1116127;1081598;1100522;1202880;1063357;1202876;1131322;1064518"
"3127";4214;3;"core";"AFUA_3G01360";"AO090009000061";"1101131;1082213;1065645;1149659;1162269;1131725;1156574;1116739;1067406;1082273;1204040;1181904;1067207;1082094;1170925;1101129;1101130;1116738;1116737;192093;1204041"
