"Aoryzae";"cluster"
"AO090003000885";"cluster_3571"
"AO090023000685";"cluster_3627"
"AO090701000473";"cluster_3627"
"AO090012000680";"cluster_3627"
"AO090023000963";"cluster_3629"
"AO090102000446";"cluster_3171"
"AO090038000274";"cluster_3624"
"AO090023000151";"cluster_3638"
"AO090026000515";"cluster_3646"
"AO090003001121";"cluster_3646"
"AO090026000516";"cluster_3646"
"AO090001000716";"cluster_3645"
"AO090010000170";"cluster_3647"
"AO090038000584";"cluster_3649"
"AO090003000936";"cluster_3655"
"AO090003000679";"cluster_3655"
"AO090003000947";"cluster_3655"
"AO090166000098";"cluster_3651"
"AO090011000638";"cluster_3470"
"AO090023000944";"cluster_3664"
"AO090120000196";"cluster_3664"
"AO090038000083";"cluster_3660"
"AO090026000225";"cluster_3312"
"AO090011000572";"cluster_3658"
"AO090003000278";"cluster_3602"
"AO090003000113";"cluster_3636"
"AO090011000876";"cluster_3673"
"AO090701000709";"cluster_891"
"AO090038000025";"cluster_3680"
"AO090009000595";"cluster_3565"
"AO090012000657";"cluster_3682"
"AO090003001520";"cluster_3685"
"AO090026000824";"cluster_3690"
"AO090011000380";"cluster_3686"
"AO090023000825";"cluster_3696"
"AO090023000823";"cluster_3698"
"AO090012000394";"cluster_3687"
"AO090113000003";"cluster_3527"
"AO090003001236";"cluster_3704"
"AO090166000054";"cluster_3702"
"AO090003001291";"cluster_3562"
"AO090005001282";"cluster_3705"
"AO090003001178";"cluster_3659"
"AO090012000299";"cluster_3356"
"AO090012000300";"cluster_3356"
"AO090005000073";"cluster_3584"
"AO090005001266";"cluster_3525"
"AO090138000096";"cluster_3578"
"AO090003000742";"cluster_3578"
"AO090005001220";"cluster_3727"
"AO090038000009";"cluster_3729"
"AO090120000131";"cluster_3730"
"AO090138000079";"cluster_3306"
"AO090001000204";"cluster_3725"
"AO090026000250";"cluster_3590"
"AO090020000065";"cluster_3738"
"AO090120000422";"cluster_3736"
"AO090009000223";"cluster_3740"
"AO090023000497";"cluster_3742"
"AO090005000251";"cluster_3227"
"AO090005000252";"cluster_3227"
"AO090026000514";"cluster_3750"
"AO090011000568";"cluster_3749"
"AO090103000451";"cluster_3751"
"AO090009000256";"cluster_3754"
"AO090001000220";"cluster_3748"
"AO090120000463";"cluster_3747"
"AO090012000844";"cluster_3620"
"AO090003000500";"cluster_3759"
"AO090012001002";"cluster_3762"
"AO090012000492";"cluster_3450"
"AO090003000303";"cluster_3761"
"AO090003000773";"cluster_3763"
"AO090023000019";"cluster_3763"
"AO090026000440";"cluster_3770"
"AO090026000455";"cluster_3737"
"AO090120000439";"cluster_3771"
"AO090120000185";"cluster_3500"
"AO090023000206";"cluster_3074"
"AO090026000794";"cluster_3783"
"AO090005000736";"cluster_3784"
"AO090001000451";"cluster_3782"
"AO090020000415";"cluster_3786"
"AO090026000495";"cluster_2943"
"AO090003000373";"cluster_3270"
"AO090005000767";"cluster_3801"
"AO090005000768";"cluster_3801"
"AO090023000053";"cluster_3802"
"AO090005001148";"cluster_3797"
"AO090011000183";"cluster_3304"
"AO090011000182";"cluster_3304"
"AO090038000049";"cluster_3304"
"AO090701000232";"cluster_3809"
"AO090206000013";"cluster_3811"
"AO090001000441";"cluster_3817"
"AO090138000135";"cluster_3812"
"AO090003001211";"cluster_3348"
"AO090003001212";"cluster_3348"
"AO090003001147";"cluster_3819"
"AO090023000865";"cluster_3818"
"AO090038000291";"cluster_3721"
"AO090003000562";"cluster_3821"
"AO090120000190";"cluster_3370"
"AO090003000832";"cluster_3392"
"AO090103000367";"cluster_3758"
"AO090102000231";"cluster_3810"
"AO090010000670";"cluster_3827"
"AO090009000027";"cluster_3827"
"AO090012001016";"cluster_3832"
"AO090011000444";"cluster_3829"
"AO090003000161";"cluster_3652"
"AO090005000116";"cluster_3601"
"AO090026000449";"cluster_3831"
"AO090012000725";"cluster_3822"
"AO090026000129";"cluster_3842"
"AO090003001205";"cluster_3841"
"AO090138000050";"cluster_3844"
"AO090011000944";"cluster_3843"
"AO090701000220";"cluster_3849"
"AO090120000075";"cluster_3846"
"AO090003001319";"cluster_3850"
"AO090701000597";"cluster_3691"
"AO090701000229";"cluster_3852"
"AO090011000601";"cluster_3845"
"AO090026000276";"cluster_3449"
"AO090012000805";"cluster_3853"
"AO090701000172";"cluster_3854"
"AO090003000612";"cluster_3857"
"AO090026000083";"cluster_3830"
"AO090020000143";"cluster_3557"
"AO090009000507";"cluster_3858"
"AO090102000624";"cluster_3820"
"AO090011000382";"cluster_3724"
"AO090003001049";"cluster_3860"
"AO090009000630";"cluster_3869"
"AO090003000307";"cluster_3870"
"AO090005000432";"cluster_3867"
"AO090103000412";"cluster_3874"
"AO090003000079";"cluster_3708"
"AO090038000596";"cluster_3891"
"AO090038000597";"cluster_3891"
"AO090011000776";"cluster_3888"
"AO090012000819";"cluster_3879"
"AO090701000765";"cluster_2052"
"AO090012001011";"cluster_3899"
"AO090009000057";"cluster_3901"
"AO090010000065";"cluster_3897"
"AO090701000782";"cluster_3905"
"AO090701000784";"cluster_3905"
"AO090701000163";"cluster_3882"
"AO090011000951";"cluster_3268"
"AO090001000366";"cluster_3908"
"AO090009000582";"cluster_3912"
"AO090012000510";"cluster_3785"
"AO090023000806";"cluster_3913"
"AO090010000664";"cluster_3922"
"AO090005001093";"cluster_3787"
"AO090005000101";"cluster_3569"
"AO090023000164";"cluster_3921"
"AO090020000103";"cluster_3924"
"AO090113000153";"cluster_3928"
"AO090009000598";"cluster_3907"
"AO090102000370";"cluster_3939"
"AO090102000485";"cluster_3883"
"AO090023000283";"cluster_3318"
"AO090023000284";"cluster_3318"
"AO090012000422";"cluster_3710"
"AO090012000899";"cluster_3944"
"AO090005000187";"cluster_3944"
"AO090001000252";"cluster_3943"
"AO090023000263";"cluster_3930"
"AO090120000416";"cluster_3936"
"AO090120000055";"cluster_3962"
"AO090005000240";"cluster_3962"
"AO090103000481";"cluster_3543"
"AO090020000212";"cluster_3926"
"AO090001000466";"cluster_3476"
"AO090011000692";"cluster_3966"
"AO090010000743";"cluster_3872"
"AO090001000305";"cluster_3872"
"AO090010000327";"cluster_3968"
"AO090005000972";"cluster_3803"
"AO090005001396";"cluster_3792"
"AO090003001391";"cluster_3977"
"AO090003001164";"cluster_3978"
"AO090010000721";"cluster_3978"
"AO090005000075";"cluster_3964"
"AO090010000746";"cluster_3949"
"AO090003000321";"cluster_3949"
"AO090026000683";"cluster_2325"
"AO090038000057";"cluster_1143"
"AO090020000486";"cluster_3825"
"AO090011000317";"cluster_3835"
"AO090005000279";"cluster_3586"
"AO090005000607";"cluster_3993"
"AO090005000608";"cluster_3993"
"AO090012000460";"cluster_3617"
"AO090023000222";"cluster_3948"
"AO090011000855";"cluster_4005"
"AO090010000618";"cluster_4003"
"AO090011000370";"cluster_4003"
"AO090010000429";"cluster_4003"
"AO090102000015";"cluster_4001"
"AO090020000682";"cluster_4012"
"AO090001000363";"cluster_4014"
"AO090009000539";"cluster_3960"
"AO090701000137";"cluster_3982"
"AO090020000091";"cluster_3893"
"AO090011000931";"cluster_4013"
"AO090120000153";"cluster_4017"
"AO090012000784";"cluster_3623"
"AO090012000200";"cluster_4022"
"AO090005001136";"cluster_4026"
"AO090011000181";"cluster_4024"
"AO090011000574";"cluster_3509"
"AO090005000482";"cluster_3903"
"AO090012000298";"cluster_3795"
"AO090124000078";"cluster_4041"
"AO090005000602";"cluster_3276"
"AO090005000601";"cluster_3276"
"AO090020000310";"cluster_3720"
"AO090012000279";"cluster_4044"
"AO090206000067";"cluster_4046"
"AO090206000066";"cluster_4046"
"AO090012000113";"cluster_4045"
"AO090012000183";"cluster_3980"
"AO090003001025";"cluster_3929"
"AO090120000142";"cluster_3863"
"AO090005001120";"cluster_2034"
"AO090009000211";"cluster_4064"
"AO090026000406";"cluster_4065"
"AO090124000055";"cluster_4065"
"AO090120000235";"cluster_3935"
"AO090005000592";"cluster_3946"
"AO090010000111";"cluster_2792"
"AO090011000853";"cluster_4075"
"AO090026000163";"cluster_3875"
"AO090103000493";"cluster_4083"
"AO090023000108";"cluster_3256"
"AO090001000739";"cluster_4066"
"AO090038000342";"cluster_4058"
"AO090012000489";"cluster_1739"
"AO090012000491";"cluster_1739"
"AO090001000471";"cluster_4086"
"AO090701000157";"cluster_1136"
"AO090120000045";"cluster_4085"
"AO090120000034";"cluster_4085"
"AO090005001632";"cluster_2440"
"AO090005001631";"cluster_2440"
"AO090023000470";"cluster_1970"
"AO090023000469";"cluster_1970"
"AO090012000817";"cluster_4095"
"AO090026000813";"cluster_3992"
"AO090120000195";"cluster_3992"
"AO090023000638";"cluster_4108"
"AO090020000694";"cluster_4106"
"AO090124000023";"cluster_4105"
"AO090009000123";"cluster_4103"
"AO090120000462";"cluster_3873"
"AO090005000919";"cluster_4115"
"AO090701000769";"cluster_4116"
"AO090701000768";"cluster_4116"
"AO090023000961";"cluster_4117"
"AO090003001054";"cluster_3902"
"AO090003001052";"cluster_3969"
"AO090038000562";"cluster_4126"
"AO090120000347";"cluster_4120"
"AO090003000789";"cluster_4133"
"AO090009000692";"cluster_4113"
"AO090005000582";"cluster_4137"
"AO090020000640";"cluster_4138"
"AO090005001472";"cluster_4123"
"AO090003000514";"cluster_4139"
"AO090011000310";"cluster_3963"
"AO090003001406";"cluster_3963"
"AO090023000322";"cluster_4004"
"AO090005000637";"cluster_3700"
"AO090005001114";"cluster_4151"
"AO090026000266";"cluster_4084"
"AO090012000012";"cluster_4150"
"AO090012000021";"cluster_4150"
"AO090005001423";"cluster_4093"
"AO090026000520";"cluster_4156"
"AO090120000100";"cluster_3876"
"AO090001000225";"cluster_4158"
"AO090701000634";"cluster_3481"
"AO090023000614";"cluster_4054"
"AO090005001602";"cluster_4166"
"AO090010000313";"cluster_4168"
"AO090020000324";"cluster_4171"
"AO090102000133";"cluster_4169"
"AO090120000101";"cluster_4176"
"AO090120000099";"cluster_4176"
"AO090102000359";"cluster_4172"
"AO090011000350";"cluster_3889"
"AO090012000259";"cluster_4181"
"AO090023000502";"cluster_3781"
"AO090005001424";"cluster_4152"
"AO090023000707";"cluster_4186"
"AO090103000454";"cluster_4097"
"AO090103000455";"cluster_4097"
"AO090005001456";"cluster_4191"
"AO090009000235";"cluster_4185"
"AO090009000234";"cluster_4185"
"AO090005000272";"cluster_4187"
"AO090103000128";"cluster_4131"
"AO090701000269";"cluster_3919"
"AO090003000526";"cluster_4199"
"AO090003000527";"cluster_4199"
"AO090010000380";"cluster_3767"
"AO090206000081";"cluster_4203"
"AO090026000262";"cluster_4205"
"AO090012000169";"cluster_4208"
"AO090010000064";"cluster_1398"
"AO090120000477";"cluster_4210"
"AO090009000061";"cluster_4214"
"AO090003000550";"cluster_4217"
"AO090011000821";"cluster_4223"
"AO090026000365";"cluster_4235"
"AO090009000259";"cluster_4231"
"AO090003000343";"cluster_2921"
"AO090120000207";"cluster_4226"
"AO090026000734";"cluster_4144"
"AO090001000740";"cluster_4240"
"AO090010000633";"cluster_463"
"AO090010000634";"cluster_463"
"AO090009000002";"cluster_463"
"AO090011000479";"cluster_4242"
"AO090701000428";"cluster_4157"
"AO090011000376";"cluster_4077"
"AO090701000143";"cluster_2955"
"AO090120000260";"cluster_4246"
"AO090701000038";"cluster_4141"
"AO090701000273";"cluster_4252"
"AO090009000295";"cluster_4254"
"AO090026000246";"cluster_2483"
"AO090113000163";"cluster_2483"
"AO090005001126";"cluster_4074"
"AO090010000172";"cluster_1634"
"AO090020000639";"cluster_1634"
"AO090005000166";"cluster_4259"
"AO090038000498";"cluster_4259"
"AO090023000845";"cluster_4264"
"AO090001000711";"cluster_4262"
"AO090003000538";"cluster_4265"
"AO090005001058";"cluster_4270"
"AO090005001059";"cluster_4270"
"AO090003000186";"cluster_4274"
"AO090023000382";"cluster_4070"
"AO090005000726";"cluster_3880"
"AO090003001027";"cluster_4125"
"AO090206000043";"cluster_4006"
"AO090124000076";"cluster_4268"
"AO090005001055";"cluster_3790"
"AO090701000282";"cluster_4209"
"AO090009000242";"cluster_4220"
"AO090103000468";"cluster_905"
"AO090023000452";"cluster_905"
"AO090020000209";"cluster_905"
"AO090113000139";"cluster_905"
"AO090009000379";"cluster_4303"
"AO090010000334";"cluster_4298"
"AO090020000551";"cluster_4067"
"AO090038000632";"cluster_4309"
"AO090003001006";"cluster_4309"
"AO090103000342";"cluster_4297"
"AO090005000539";"cluster_4297"
"AO090001000627";"cluster_4310"
"AO090005001540";"cluster_4211"
"AO090003001325";"cluster_4315"
"AO090166000095";"cluster_4316"
"AO090011000268";"cluster_4306"
"AO090038000485";"cluster_4306"
"AO090103000338";"cluster_4276"
"AO090102000234";"cluster_4146"
"AO090001000734";"cluster_4325"
"AO090003000834";"cluster_4304"
"AO090010000129";"cluster_4326"
"AO090138000049";"cluster_4326"
"AO090012000181";"cluster_4330"
"AO090166000084";"cluster_4331"
"AO090011000235";"cluster_4339"
"AO090206000019";"cluster_4069"
"AO090020000646";"cluster_4069"
"AO090663000003";"cluster_4328"
"AO090701000324";"cluster_4020"
"AO090011000447";"cluster_4280"
"AO090020000288";"cluster_4346"
"AO090012000289";"cluster_2787"
"AO090038000370";"cluster_4337"
"AO090005000397";"cluster_4184"
"AO090103000152";"cluster_4184"
"AO090003000380";"cluster_3839"
"AO090102000479";"cluster_4348"
"AO090003000869";"cluster_4351"
"AO090012000859";"cluster_4192"
"AO090012000860";"cluster_4192"
"AO090005001296";"cluster_4318"
"AO090023000650";"cluster_4271"
"AO090026000640";"cluster_4360"
"AO090701000402";"cluster_4363"
"AO090005000164";"cluster_4365"
"AO090701000760";"cluster_4308"
"AO090023000727";"cluster_4089"
"AO090020000452";"cluster_4147"
"AO090012000097";"cluster_3991"
"AO090026000832";"cluster_3972"
"AO090113000149";"cluster_1865"
"AO090113000150";"cluster_1865"
"AO090001000692";"cluster_4261"
"AO090120000396";"cluster_4383"
"AO090023000587";"cluster_4130"
"AO090010000488";"cluster_1446"
"AO090003001208";"cluster_4219"
"AO090005001154";"cluster_4392"
"AO090023000779";"cluster_4398"
"AO090005000965";"cluster_4102"
"AO090701000604";"cluster_4401"
"AO090009000402";"cluster_4294"
"AO090020000082";"cluster_4341"
"AO090005001244";"cluster_4183"
"AO090701000162";"cluster_4410"
"AO090026000257";"cluster_4060"
"AO090120000376";"cluster_4409"
"AO090038000621";"cluster_4413"
"AO090003000443";"cluster_4245"
"AO090003000198";"cluster_4408"
"AO090012000789";"cluster_4021"
"AO090010000053";"cluster_4421"
"AO090003000119";"cluster_4419"
"AO090003001409";"cluster_4366"
"AO090102000061";"cluster_4427"
"AO090005000227";"cluster_4354"
"AO090003001420";"cluster_4296"
"AO090005000970";"cluster_4296"
"AO090009000394";"cluster_4428"
"AO090011000457";"cluster_4367"
"AO090103000016";"cluster_4437"
"AO090011000862";"cluster_4407"
"AO090023000010";"cluster_4450"
"AO090001000751";"cluster_4452"
"AO090701000263";"cluster_4449"
"AO090005001643";"cluster_3604"
"AO090009000378";"cluster_4458"
"AO090120000340";"cluster_4468"
"AO090020000072";"cluster_4469"
"AO090011000837";"cluster_4234"
"AO090026000034";"cluster_4471"
"AO090103000378";"cluster_4471"
"AO090020000176";"cluster_4471"
"AO090026000834";"cluster_4475"
"AO090012000544";"cluster_4473"
"AO090206000024";"cluster_4478"
"AO090701000329";"cluster_4373"
"AO090005000944";"cluster_4335"
"AO090003001067";"cluster_4483"
"AO090001000509";"cluster_4483"
"AO090005000639";"cluster_4420"
"AO090010000199";"cluster_4323"
"AO090005000408";"cluster_3733"
"AO090003001199";"cluster_4479"
"AO090011000773";"cluster_4444"
"AO090005000828";"cluster_3974"
"AO090103000335";"cluster_3974"
"AO090003000268";"cluster_4485"
"AO090011000337";"cluster_4476"
"AO090003000309";"cluster_4050"
"AO090001000488";"cluster_4423"
"AO090020000262";"cluster_3793"
"AO090023000967";"cluster_4344"
"AO090023000432";"cluster_4508"
"AO090005001448";"cluster_4496"
"AO090023000890";"cluster_4516"
"AO090020000019";"cluster_4523"
"AO090102000589";"cluster_4229"
"AO090124000036";"cluster_4229"
"AO090003000218";"cluster_4525"
"AO090005000481";"cluster_4525"
"AO090023000130";"cluster_4525"
"AO090206000084";"cluster_4529"
"AO090001000629";"cluster_4377"
"AO090009000460";"cluster_4530"
"AO090020000657";"cluster_4532"
"AO090003000358";"cluster_4532"
"AO090003001294";"cluster_4480"
"AO090011000920";"cluster_4538"
"AO090001000019";"cluster_4538"
"AO090011000921";"cluster_4538"
"AO090038000537";"cluster_4540"
"AO090003000387";"cluster_3970"
"AO090003000386";"cluster_3970"
"AO090003000174";"cluster_4533"
"AO090038000582";"cluster_4506"
"AO090026000803";"cluster_4547"
"AO090011000487";"cluster_3334"
"AO090005000630";"cluster_4550"
"AO090009000314";"cluster_4509"
"AO090011000353";"cluster_4461"
"AO090011000355";"cluster_4461"
"AO090011000354";"cluster_4461"
"AO090001000578";"cluster_4382"
"AO090701000021";"cluster_3290"
"AO090009000114";"cluster_4558"
"AO090102000543";"cluster_4562"
"AO090102000378";"cluster_4563"
"AO090102000071";"cluster_4563"
"AO090102000388";"cluster_4482"
"AO090103000346";"cluster_3927"
"AO090010000186";"cluster_3927"
"AO090701000053";"cluster_4564"
"AO090020000455";"cluster_4567"
"AO090020000456";"cluster_4567"
"AO090003001465";"cluster_4576"
"AO090003000392";"cluster_4575"
"AO090020000390";"cluster_1676"
"AO090012000349";"cluster_1676"
"AO090023000835";"cluster_4277"
"AO090023000526";"cluster_4418"
"AO090020000306";"cluster_4577"
"AO090102000280";"cluster_4577"
"AO090003001020";"cluster_4440"
"AO090120000093";"cluster_4555"
"AO090012000272";"cluster_4597"
"AO090012000273";"cluster_4597"
"AO090009000556";"cluster_4481"
"AO090003000144";"cluster_4345"
"AO090003000127";"cluster_4601"
"AO090003000128";"cluster_4601"
"AO090010000206";"cluster_1262"
"AO090003000154";"cluster_4604"
"AO090009000516";"cluster_4552"
"AO090005001177";"cluster_4585"
"AO090166000081";"cluster_4585"
"AO090009000654";"cluster_4606"
"AO090001000161";"cluster_1239"
"AO090020000170";"cluster_1239"
"AO090003001225";"cluster_3976"
"AO090103000018";"cluster_4621"
"AO090020000190";"cluster_4625"
"AO090003000352";"cluster_4625"
"AO090005001495";"cluster_4625"
"AO090023000529";"cluster_4464"
"AO090026000812";"cluster_4630"
"AO090103000165";"cluster_4584"
"AO090020000162";"cluster_4258"
"AO090166000050";"cluster_4633"
"AO090010000744";"cluster_4633"
"AO090010000113";"cluster_4637"
"AO090003000909";"cluster_4634"
"AO090103000026";"cluster_4643"
"AO090311000001";"cluster_3894"
"AO090010000607";"cluster_4650"
"AO090206000028";"cluster_4613"
"AO090023000487";"cluster_4173"
"AO090011000132";"cluster_4008"
"AO090701000683";"cluster_4579"
"AO090010000063";"cluster_4657"
"AO090009000619";"cluster_4654"
"AO090011000335";"cluster_4658"
"AO090020000410";"cluster_4660"
"AO090011000186";"cluster_4664"
"AO090011000187";"cluster_4664"
"AO090010000102";"cluster_4672"
"AO090038000251";"cluster_4673"
"AO090038000250";"cluster_4673"
"AO090003001098";"cluster_4598"
"AO090003001436";"cluster_4578"
"AO090001000705";"cluster_4456"
"AO090103000085";"cluster_3914"
"AO090005000311";"cluster_4515"
"AO090005000232";"cluster_4114"
"AO090005001380";"cluster_4615"
"AO090012000683";"cluster_4687"
"AO090020000364";"cluster_4687"
"AO090010000229";"cluster_3999"
"AO090003000776";"cluster_4669"
"AO090009000486";"cluster_4700"
"AO090005000605";"cluster_4701"
"AO090012000487";"cluster_4696"
"AO090038000042";"cluster_4616"
"AO090005001062";"cluster_4699"
"AO090138000143";"cluster_4703"
"AO090102000427";"cluster_4703"
"AO090005000449";"cluster_4694"
