cluster_number,cluster_type,fumigatus,niger,oryzae
6148,core,AFUA_7G01190,e_gw1.301.447.1,AO090010000101
6149,core,AFUA_3G03300,fgenesh1_pm.chr_402_#_421,AO090005000554
6150,exclusively_absent,,fgenesh1_pm.chr_402_#_235,AO090026000485
6151,unique,,,AO090009000585
6152,unique,,gm1.4695_g,
6153,exclusively_absent,AFUA_3G01340,fgenesh1_pg.chr_304_#_226,
6154,exclusively_absent,,fgenesh1_pg.chr_202_#_169,AO090005000599
6155,core,AFUA_1G10190,Aspni5.estExt_fgenesh1_pg.C_30857,AO090038000412
6156,unique,,,AO090026000579
6157,unique,,,AO090005001563
6158,unique,,,AO090011000415
6159,core,AFUA_5G10530,estExt_fgenesh1_pm.C_chr_3010252,AO090038000552
6160,unique,AFUA_6G13500,,
6161,unique,,,AO090005000491
6162,unique,,gm1.10861_g,
6163,core,AFUA_4G07580,fgenesh1_pg.chr_602_#_166,AO090023000817
6164,unique,AFUA_4G04080,,
6165,exclusively_absent,AFUA_4G09560,,AO090005000940
6166,unique,AFUA_3G08720,,
6167,core,AFUA_3G09290,estExt_Genewise1Plus.C_chr_502_t20174,AO090005001300
6168,unique,,gm1.8620_g,
6169,unique,,Aspni5.fgenesh1_pg.C_scaffold_2000607,
6170,core,AFUA_6G12250,gm1.11085_g,AO090009000195
6171,exclusively_absent,AFUA_2G10640,estExt_Genemark1.C_chr_402_t10471,
6172,unique,,gm1.8354_g,
6173,unique,,estExt_fgenesh1_pm.C_chr_202_t10192,
6174,core,AFUA_7G02320,estExt_fgenesh1_pg.C_chr_3010379,AO090038000611
6175,unique,,gm1.10509_g,
6176,unique,,,AO090005000320
6177,unique,,fgenesh1_pg.chr_201_#_239,
6178,core,AFUA_1G02390,gm1.1948_g,AO090005000858
6179,core,AFUA_3G07270,estExt_fgenesh1_pm.C_chr_402_t20183,AO090020000197
6180,unique,,e_gw1.701.856.1,
6181,unique,,,AO090103000116
6182,core,AFUA_3G12150,estExt_fgenesh1_pm.C_chr_402_t10416,AO090003000775
6183,exclusively_absent,AFUA_4G01260,,AO090020000632
6184,exclusively_absent,AFUA_8G00770,estExt_fgenesh1_pg.C_chr_401_t10183,
6185,unique,AFUA_2G18030,,
6186,core,AFUA_2G15040,fgenesh1_pg.chr_304_#_253,AO090012000423
6187,unique,,,AO090009000231
6188,core,AFUA_5G07670,fgenesh1_pg.chr_304_#_234,AO090701000671
6189,unique,,,AO090026000101
6190,unique,,estExt_Genewise1Plus.C_chr_402_t20310,
6191,core,AFUA_2G08970,Aspni5.fgenesh1_pm.C_scaffold_9000184,AO090011000799
6192,exclusively_absent,,fgenesh1_pg.chr_402_#_79,AO090023000059
6193,core,AFUA_6G12440,estExt_Genewise1.C_chr_802_t30042,AO090009000168
6194,unique,,gw1.802.947.1,
6195,core,AFUA_6G04420,fgenesh1_pg.chr_304_#_100,AO090701000106
6196,unique,,gm1.5567_g,
6197,unique,,estExt_Genewise1Plus.C_chr_401_t10404,
6198,exclusively_absent,,estExt_fgenesh1_pg.C_chr_102_t10297,AO090103000159
6199,exclusively_absent,,fgenesh1_pg.chr_802_#_986,AO090001000099
6200,core,AFUA_5G01430,gm1.6740_g,AO090012000695
6201,core,AFUA_5G08620,gw1.601.31.1,AO090020000422
6202,core,AFUA_2G15150,e_gw1.101.642.1,AO090012000296
6203,unique,,,AO090102000247
6204,core,AFUA_5G10550,fgenesh1_pm.chr_102_#_253,AO090010000482
6205,core,AFUA_7G04190,gw1.201.308.1,AO090005000104
6206,unique,AFUA_6G11540,,
6207,core,AFUA_3G03190,estExt_Genewise1Plus.C_chr_301_t10339,AO090020000277
6208,exclusively_absent,AFUA_4G07430,fgenesh1_pg.chr_602_#_153,
6209,unique,,fgenesh1_pg.chr_402_#_651,
6210,unique,,gm1.4352_g,
6211,exclusively_absent,AFUA_5G00550,,AO090012000006
6212,unique,AFUA_2G18010,,
6213,unique,,,AO090010000735
6214,unique,,,AO090012000127
6215,unique,AFUA_1G01480,,
6216,unique,,,AO090011000743
6217,core,AFUA_1G05720,Aspni5.e_gw1.10.191.1,AO090009000362
6218,core,AFUA_4G12260,fgenesh1_pm.chr_202_#_355,AO090009000427
6219,core,AFUA_2G03580,estExt_fgenesh1_pm.C_chr_4010283,AO090120000226
6220,unique,AFUA_3G00200,,
6221,unique,,fgenesh1_pm.chr_701_#_191,
6222,unique,AFUA_1G03750,,
6223,unique,AFUA_2G14120,,
6224,core,AFUA_2G04980,estExt_Genemark1.C_chr_701_t10399,AO090003000301
6225,exclusively_absent,AFUA_6G10320,estExt_fgenesh1_pg.C_chr_701_t10123,
6226,unique,AFUA_2G13990,,
6227,core,AFUA_3G02890,fgenesh1_pg.chr_603_#_5,AO090003001289
6228,unique,AFUA_1G03200,,
6229,unique,,Aspni5.fgenesh1_pg.C_scaffold_12000141,
6230,unique,,gw1.601.648.1,
6231,core,AFUA_6G12950,gw1.802.1176.1,AO090003000417
6232,unique,AFUA_6G13940,,
6233,unique,,e_gw1.601.755.1,
6234,core,AFUA_1G06270,estExt_Genewise1.C_chr_801_t20045,AO090001000423
6235,unique,,,AO090113000052
6236,core,AFUA_1G09460,fgenesh1_pg.chr_802_#_70,AO090012000927
6237,core,AFUA_4G12930,fgenesh1_pg.chr_202_#_671,AO090009000294
6238,unique,,estExt_Genemark1.C_chr_701_t10424,
6239,unique,,fgenesh1_pm.9_#_2,
6240,unique,,,AO090010000525
6241,exclusively_absent,AFUA_8G00840,,AO090023000465
6242,unique,,,AO090103000146
6243,unique,,,AO090020000237
6244,exclusively_absent,,gm1.9095_g,AO090701000334
6245,core,AFUA_6G06730,MIX26593_34_95,AO090003000050
6246,unique,,fgenesh1_pm.chr_301_#_163,
6247,core,AFUA_6G14280,estExt_Genewise1Plus.C_chr_802_t20110,AO090103000456
6248,unique,,,AO090001000170
6249,unique,AFUA_8G00560,,
6250,unique,,,AO090001000260
6251,unique,,gw1.801.152.1,
6252,unique,,e_gw1.501.426.1,
6253,unique,,fgenesh1_pm.chr_802_#_541,
6254,unique,,Aspni5.fgenesh1_pg.C_scaffold_3000342,
6255,core,AFUA_3G07150,MIX3502_59_63,AO090009000135
6256,core,AFUA_2G08350,gw1.302.465.1,AO090011000870
6257,core,AFUA_1G05330,estExt_Genewise1Plus.C_chr_202_t20117,AO090003000830
6258,unique,,gm1.10976_g,
6259,core,AFUA_1G14440,estExt_fgenesh1_pm.C_chr_6010157,AO090011000363
6260,unique,,,AO090701000669
6261,unique,,estExt_fgenesh1_pg.C_chr_802_t20160,
6262,unique,,MIX8241_2_11,
6263,exclusively_absent,,e_gw1.101.528.1,AO090011000066
6264,unique,,,AO090166000102
6265,core,AFUA_2G09520,CE28247_2403,AO090011000715
6266,exclusively_absent,,gm1.4380_g,AO090011000609
6267,core,AFUA_3G14240,estExt_Genewise1.C_chr_101_t20105,AO090020000619
6268,unique,,fgenesh1_pm.chr_502_#_2,
6269,core,AFUA_4G03120,estExt_Genewise1Plus.C_chr_102_t10436,AO090102000252
6270,core,AFUA_4G07570,estExt_fgenesh1_pm.C_chr_6020081,AO090023000818
6271,exclusively_absent,,e_gw1.501.432.1,AO090001000360
6272,core,AFUA_2G06150,estExt_Genewise1.C_chr_402_t50219,AO090001000733
6273,exclusively_absent,AFUA_7G05300,fgenesh1_pg.chr_401_#_208,
6274,core,AFUA_3G14020,estExt_Genewise1.C_chr_101_t20131,AO090012000726
6275,exclusively_absent,,e_gw1.602.660.1,AO090012000885
6276,core,AFUA_5G06610,e_gw1.101.646.1,AO090701000193
6277,exclusively_absent,,e_gw1.402.1294.1,AO090012000385
6278,unique,,e_gw1.402.401.1,
6279,core,AFUA_2G14900,estExt_fgenesh1_pg.C_chr_304_t10267,AO090012000401
6280,unique,,fgenesh1_pm.chr_802_#_39,
6281,unique,,,AO090005000384
6282,core,AFUA_1G03560,estExt_Genemark1.C_chr_801_t10323,AO090009000415
6283,unique,AFUA_2G10720,,
6284,exclusively_absent,AFUA_3G03450,,AO090103000132
6285,unique,AFUA_1G11340,,
6286,unique,AFUA_6G11780,,
6287,exclusively_absent,,gm1.4323_g,AO090011000023
6288,unique,,,AO090023000342
6289,unique,,estExt_Genewise1Plus.C_chr_6040069,
6290,exclusively_absent,AFUA_4G14080,MIX9248_15_63,
6291,exclusively_absent,AFUA_2G05070,estExt_Genewise1Plus.C_chr_701_t20283,
6292,unique,,,AO090010000637
6293,core,AFUA_7G06630,Aspni5.fgenesh1_pg.C_scaffold_11000284,AO090023000045
6294,unique,,,AO090005000309
6295,unique,,,AO090003001381
6296,core,AFUA_5G01680,estExt_Genewise1Plus.C_chr_502_t10175,AO090003001365
6297,unique,,gw1.201.9.1,
6298,unique,,estExt_Genewise1Plus.C_chr_601_t30097,
6299,core,AFUA_1G14560,fgenesh1_pg.chr_202_#_988,AO090003000476
6300,core,AFUA_6G10730,CE34659_56,AO090023000199
6301,unique,,Aspni5.gw1.9.516.1,
6302,exclusively_absent,AFUA_2G00930,,AO090701000886
6303,unique,,gm1.2167_g,
6304,core,AFUA_2G17480,CE30673_20,AO090009000015
6305,unique,,,AO090113000040
6306,unique,,fgenesh1_pg.chr_102_#_27,
6307,unique,AFUA_3G14730,,
6308,core,AFUA_2G15410,Aspni5.estExt_fgenesh1_pm.C_60228,AO090012000284
6309,unique,,fgenesh1_pm.chr_201_#_169,
6310,exclusively_absent,AFUA_3G03280,,AO090009000102
6311,unique,,fgenesh1_pg.chr_302_#_72,
6312,core,AFUA_3G14670,e_gw1.701.1312.1,AO090001000020
6313,unique,,,AO090011000330
6314,exclusively_absent,AFUA_2G13610,,AO090026000253
6315,core,AFUA_1G10660,gm1.10428_g,AO090038000353
6316,core,AFUA_6G04470,Aspni5.fgenesh1_pg.C_scaffold_6000105,AO090701000109
6317,unique,AFUA_1G16390,,
6318,unique,,,AO090011000739
6319,exclusively_absent,AFUA_5G15050,,AO090023000072
6320,exclusively_absent,AFUA_3G13750,,AO090010000138
6321,unique,AFUA_1G02650,,
6322,unique,,,AO090010000025
6323,exclusively_absent,,estExt_fgenesh1_pg.C_chr_202_t20033,AO090012000668
6324,unique,AFUA_4G14190,,
6325,unique,,gw1.402.2065.1,
6326,core,AFUA_7G02010,CE10960_107,AO090038000578
6327,unique,,,AO090005000953
6328,core,AFUA_2G02100,fgenesh1_pm.chr_401_#_244,AO090011000486
6329,unique,,estExt_Genewise1Plus.C_chr_701_t10075,
6330,unique,,estExt_fgenesh1_pm.C_chr_802_t10227,
6331,unique,,fgenesh1_pg.chr_202_#_1123,
6332,unique,AFUA_7G02240,,
6333,unique,,fgenesh1_pg.chr_102_#_273,
6334,unique,,gm1.1330_g,
6335,core,AFUA_7G00350,estExt_fgenesh1_pm.C_chr_6010218,AO090023000140
6336,unique,AFUA_1G01410,,
6337,unique,,estExt_fgenesh1_pg.C_chr_302_t10234,
6338,unique,AFUA_3G12360,,
6339,unique,,estExt_fgenesh1_pg.C_chr_801_t10419,
6340,unique,,,AO090020000565
6341,unique,,fgenesh1_pg.chr_701_#_704,
6342,core,AFUA_1G16990,estExt_Genemark1.C_chr_202_t20313,AO090005000976
6343,core,AFUA_1G02490,estExt_Genemark1.C_chr_202_t10473,AO090005000843
6344,unique,,,AO090102000056
6345,exclusively_absent,,gm1.5373_g,AO090011000540
6346,core,AFUA_1G03680,estExt_fgenesh1_pg.C_chr_801_t10296,AO090003000978
6347,exclusively_absent,AFUA_1G14700,,AO090003000496
6348,unique,,,AO090023000453
6349,unique,,,AO090020000261
6350,unique,AFUA_5G02770,,
6351,unique,,,AO090103000242
6352,unique,,,AO090003001556
6353,unique,,,AO090701000527
6354,core,AFUA_2G14370,estExt_Genewise1Plus.C_chr_601_t20099,AO090023000078
6355,exclusively_absent,AFUA_3G01940,MIX16336_7_50,
6356,core,AFUA_2G11710,MIX13949_42_97,AO090026000477
6357,unique,,estExt_Genemark1.C_chr_202_t30011,
6358,exclusively_absent,,gm1.4826_g,AO090113000088
6359,core,AFUA_3G12010,MIX14762_3_15,AO090003000763
6360,unique,,,AO090023000129
6361,core,AFUA_1G15820,estExt_fgenesh1_pm.C_chr_202_t20175,AO090005001117
6362,core,AFUA_5G08610,fgenesh1_pg.chr_601_#_218,AO090005001503
6363,unique,,gw1.102.1188.1,
6364,unique,,,AO090010000694
6365,unique,,fgenesh1_pm.chr_201_#_178,
6366,unique,AFUA_3G02080,,
6367,unique,,fgenesh1_pg.chr_501_#_6,
6368,exclusively_absent,AFUA_6G14550,,AO090103000268
6369,unique,AFUA_5G12070,,
6370,unique,,,AO090026000008
6371,unique,,,AO090120000315
6372,core,AFUA_3G03250,e_gw1.701.1701.1,AO090012000130
6373,unique,,CE7598_253,
6374,exclusively_absent,,fgenesh1_pg.chr_302_#_304,AO090038000050
6375,unique,AFUA_6G09670,,
6376,core,AFUA_5G12890,estExt_Genemark1.C_chr_102_t20023,AO090120000402
6377,unique,,MIX15323_3_13,
6378,core,AFUA_4G11460,estExt_Genewise1Plus.C_chr_602_t20217,AO090003001077
6379,unique,,gw1.701.996.1,
6380,unique,,,AO090009000164
6381,unique,AFUA_3G02790,,
6382,unique,,Aspni5.e_gw1.5.1545.1,
6383,unique,,,AO090010000029
6384,core,AFUA_1G01812,estExt_Genewise1.C_chr_202_t20286,AO090026000207
6385,core,AFUA_6G10790,MIX22998_12_53,AO090023000187
6386,core,AFUA_2G09450,fgenesh1_pm.chr_503_#_14,AO090011000744
6387,unique,,,AO090005000354
6388,core,AFUA_1G06290,estExt_Genemark1.C_chr_801_t10392,AO090001000418
6389,unique,,,AO090103000483
6390,exclusively_absent,,gw1.601.45.1,AO090010000723
6391,unique,,,AO090005001033
6392,core,AFUA_1G05320,estExt_fgenesh1_pg.C_chr_202_t10366,AO090003000829
6393,unique,,estExt_Genewise1Plus.C_chr_601_t10053,
6394,core,AFUA_8G01810,fgenesh1_pg.chr_301_#_29,AO090026000198
6395,unique,,,AO090005000246
6396,unique,,,AO090120000267
6397,unique,,Aspni5.fgenesh1_pg.C_scaffold_17000053,
6398,core,AFUA_5G03910,estExt_fgenesh1_pg.C_chr_101_t10466,AO090102000596
6399,unique,AFUA_6G02560,,
6400,unique,,,AO090026000584
6401,exclusively_absent,AFUA_2G17840,,AO090001000146
6402,exclusively_absent,AFUA_3G03820,,AO090005000228
6403,unique,,,AO090026000581
6404,core,AFUA_5G12920,gw1.102.1027.1,AO090120000414
6405,core,AFUA_5G09620,gm1.4609_g,AO090020000591
6406,unique,,e_gw1.501.254.1,
6407,core,AFUA_3G00340,estExt_fgenesh1_pm.C_chr_402_t10173,AO090010000724
6408,exclusively_absent,,fgenesh1_pg.chr_304_#_373,AO090038000177
6409,core,AFUA_6G13380,fgenesh1_pm.chr_802_#_290,AO090003000465
6410,unique,,e_gw1.202.1760.1,
6411,unique,,,AO090120000067
6412,unique,,,AO090026000383
6413,unique,,,AO090120000444
6414,unique,,,AO090026000037
6415,exclusively_absent,,fgenesh1_pg.chr_202_#_771,AO090001000630
6416,unique,,,AO090005000298
6417,core,AFUA_2G05000,fgenesh1_pm.chr_701_#_279,AO090003000302
6418,core,AFUA_2G13400,estExt_Genewise1Plus.C_chr_402_t10421,AO090026000317
6419,exclusively_absent,AFUA_1G09900,fgenesh1_pg.chr_802_#_135,
6420,core,AFUA_7G02080,estExt_Genemark1.C_chr_3010357,AO090038000585
6421,core,AFUA_6G08370,MIX23259_20_89,AO090003000091
6422,unique,,,AO090026000053
6423,unique,,gm1.11198_g,
6424,exclusively_absent,AFUA_2G04600,estExt_Genewise1Plus.C_chr_701_t20170,
6425,core,AFUA_1G09100,MIX26787_1_11,AO090005001601
6426,unique,AFUA_6G11700,,
6427,exclusively_absent,AFUA_2G04070,gm1.5001_g,
6428,exclusively_absent,,fgenesh1_pm.chr_402_#_509,AO090011000231
6429,unique,,fgenesh1_pg.chr_401_#_93,
6430,unique,,,AO090012000165
6431,unique,,estExt_Genewise1.C_chr_602_t20156,
6432,unique,,e_gw1.701.838.1,
6433,unique,,,AO090102000513
6434,core,AFUA_2G04550,fgenesh1_pm.chr_701_#_211,AO090003000254
6435,unique,,,AO090023000415
6436,core,AFUA_1G00440,estExt_Genewise1Plus.C_chr_5030322,AO090103000025
6437,core,AFUA_1G13220,fgenesh1_pg.chr_802_#_465,AO090012000561
6438,core,AFUA_3G02040,fgenesh1_pg.chr_102_#_295,AO090010000096
6439,unique,,Aspni5.fgenesh1_pg.C_scaffold_3000053,
6440,unique,AFUA_6G13990,,
6441,core,AFUA_8G02160,gw1.202.462.1,AO090001000162
6442,core,AFUA_6G01820,gm1.3614_g,AO090009000522
6443,unique,,fgenesh1_pg.chr_402_#_16,
6444,core,AFUA_5G12110,fgenesh1_pg.chr_101_#_206,AO090120000327
6445,unique,,,AO090011000315
6446,unique,AFUA_5G07680,,
6447,unique,,,AO090005000324
6448,unique,,,AO090005000490
6449,unique,,,AO090003001443
6450,exclusively_absent,,gm1.8715_g,AO090113000188
6451,core,AFUA_3G08170,estExt_fgenesh1_pg.C_chr_402_t20391,AO090005001460
6452,core,AFUA_1G05800,estExt_fgenesh1_pm.C_chr_8010177,AO090009000347
6453,core,AFUA_3G01370,gm1.1394_g,AO090009000049
6454,core,AFUA_4G01500,estExt_Genewise1Plus.C_chr_801_t10072,AO090005000289
6455,unique,,estExt_Genewise1Plus.C_chr_304_t20349,
6456,unique,,,AO090012000704
6457,unique,,estExt_fgenesh1_pm.C_chr_8010219,
6458,unique,,estExt_Genewise1.C_chr_402_t10068,
6459,core,AFUA_4G12000,estExt_fgenesh1_pm.C_chr_202_t10344,AO090003001009
6460,core,AFUA_2G16060,estExt_Genewise1Plus.C_chr_304_t20217,AO090012000194
6461,unique,AFUA_5G14570,,
6462,exclusively_absent,,MIX25656_3_45,AO090026000748
6463,unique,AFUA_8G01960,,
6464,unique,,Aspni5.fgenesh1_pm.C_scaffold_22000016,
6465,core,AFUA_3G08660,fgenesh1_pg.chr_402_#_946,AO090005001404
6466,core,AFUA_3G13240,fgenesh1_pg.chr_402_#_719,AO090012000809
6467,unique,,,AO090026000030
6468,unique,,,AO090138000041
6469,core,AFUA_4G06350,estExt_Genemark1.C_chr_602_t10051,AO090023000955
6470,unique,,MIX27210_1_13,
6471,unique,AFUA_7G08590,,
6472,unique,,,AO090023000450
6473,unique,,,AO090026000209
6474,core,AFUA_5G04230,CE1712_857,AO090102000627
6475,core,AFUA_8G05290,estExt_fgenesh1_pg.C_chr_5030049,AO090005000620
6476,unique,,,AO090020000684
6477,core,AFUA_2G10360,Aspni5.estExt_GeneWisePlus.C_70289,AO090011000602
6478,unique,,fgenesh1_pg.chr_302_#_459,
6479,unique,,fgenesh1_pg.chr_601_#_142,
6480,unique,AFUA_7G01770,,
6481,exclusively_absent,AFUA_4G13060,gm1.2183_g,
6482,unique,,gw1.802.895.1,
6483,unique,,estExt_Genewise1Plus.C_chr_801_t20026,
6484,exclusively_absent,,MIX11065_1_11,AO090010000748
6485,core,AFUA_6G10280,estExt_fgenesh1_pg.C_chr_701_t10116,AO090023000278
6486,core,AFUA_2G02250,estExt_Genewise1Plus.C_chr_102_t20097,AO090011000504
6487,core,AFUA_7G05320,MIX11549_3_16,AO090005000260
6488,core,AFUA_6G08050,gm1.8937_g,AO090003000121
6489,core,AFUA_3G14490,estExt_Genewise1Plus.C_chr_101_t20064,AO090701000557
6490,unique,,,AO090005000219
6491,unique,,fgenesh1_pm.chr_602_#_183,
6492,unique,,Aspni5.fgenesh1_pg.C_scaffold_16000093,
6493,unique,,gm1.2287_g,
6494,unique,,fgenesh1_pg.chr_602_#_569,
6495,unique,AFUA_5G00120,,
6496,core,AFUA_5G13170,fgenesh1_pg.chr_102_#_462,AO090120000456
6497,core,AFUA_2G08740,fgenesh1_pg.chr_302_#_114,AO090011000831
6498,core,AFUA_1G12850,Aspni5.estExt_GeneWisePlus.C_31396,AO090012000623
6499,unique,,,AO090009000297
6500,unique,AFUA_2G12730,,
6501,unique,,MIX22855_2_15,
6502,core,AFUA_3G06610,gw1.701.1413.1,AO090020000338
6503,core,AFUA_7G05550,e_gw1.401.730.1,AO090005000420
6504,core,AFUA_5G06280,MIX16925_4_56,AO090009000629
6505,unique,,,AO090113000177
6506,core,AFUA_2G13240,gw1.402.1854.1,AO090026000283
6507,unique,,,AO090026000029
6508,core,AFUA_5G11660,CE38448_43,AO090120000284
6509,unique,AFUA_6G01810,,
6510,exclusively_absent,,MIX9204_1_6,AO090010000554
6511,core,AFUA_5G07210,fgenesh1_pm.chr_501_#_130,AO090701000235
6512,unique,,fgenesh1_pm.chr_503_#_61,
6513,unique,,e_gw1.304.1017.1,
6514,unique,,gw1.301.654.1,
6515,unique,,estExt_fgenesh1_pg.C_chr_102_t10364,
6516,unique,,,AO090012000687
6517,unique,AFUA_4G14810,,
6518,core,AFUA_4G10380,gw1.602.773.1,AO090003001179
6519,core,AFUA_3G00840,e_gw1.601.618.1,AO090023000680
6520,unique,AFUA_4G14790,,
6521,unique,,,AO090003000810
6522,exclusively_absent,AFUA_2G00730,,AO090701000319
6523,unique,,,AO090010000587
6524,core,AFUA_5G13940,Aspni5.fgenesh1_pg.C_scaffold_8000431,AO090113000084
6525,core,AFUA_4G04470,gm1.588_g,AO090206000046
6526,unique,,MIX9976_29_93,
6527,unique,AFUA_2G13560,,
6528,unique,AFUA_4G12410,,
6529,unique,AFUA_6G00530,,
6530,exclusively_absent,AFUA_3G04130,fgenesh1_pg.chr_202_#_17,
6531,unique,,fgenesh1_pm.chr_101_#_138,
6532,unique,,,AO090001000557
6533,unique,,Aspni5.fgenesh1_pg.C_scaffold_3000349,
6534,core,AFUA_5G11980,estExt_fgenesh1_pg.C_chr_304_t10394,AO090120000317
6535,unique,,estExt_fgenesh1_pg.C_chr_304_t10375,
6536,exclusively_absent,AFUA_1G07080,estExt_Genemark1.C_chr_401_t20219,
6537,unique,,gw1.304.348.1,
6538,core,AFUA_3G01690,e_gw1.701.209.1,AO090026000235
6539,core,AFUA_3G06700,estExt_Genewise1Plus.C_chr_701_t40038,AO090020000328
6540,core,AFUA_5G12870,fgenesh1_pm.chr_102_#_362,AO090120000404
6541,unique,,,AO090038000213
6542,core,AFUA_6G14620,estExt_Genewise1.C_chr_304_t10331,AO090023000001
6543,unique,,fgenesh1_pg.chr_101_#_198,
6544,unique,,,AO090023000456
6545,unique,,,AO090001000664
6546,unique,,fgenesh1_pg.chr_402_#_378,
6547,unique,,,AO090026000073
6548,unique,,,AO090026000094
6549,unique,,,AO090023000348
6550,unique,,,AO090005000514
6551,core,AFUA_5G12160,CE38150_110,AO090120000333
6552,unique,,,AO090102000381
6553,unique,,,AO090026000095
6554,unique,,,AO090113000174
6555,unique,,e_gw1.301.67.1,
6556,unique,AFUA_2G14490,,
6557,exclusively_absent,,gm1.3298_g,AO090010000392
6558,unique,,,AO090026000035
6559,unique,,fgenesh1_pm.chr_701_#_656,
6560,unique,,,AO090010000105
6561,unique,AFUA_6G09050,,
6562,exclusively_absent,AFUA_6G14600,,AO090113000148
6563,unique,,gm1.120_g,
6564,core,AFUA_1G04440,CE6315_59,AO090003000907
6565,core,AFUA_7G04420,estExt_Genewise1Plus.C_chr_2010136,AO090005000128
6566,core,AFUA_5G04150,MIX1252_12_39,AO090102000617
6567,unique,,,AO090012000026
6568,exclusively_absent,AFUA_5G07520,,AO090701000658
6569,unique,,gw1.601.287.1,
6570,core,AFUA_6G07670,fgenesh1_pm.chr_701_#_140,AO090003000180
6571,unique,,,AO090001000124
6572,unique,,gw1.301.394.1,
6573,unique,,fgenesh1_pg.chr_502_#_62,
6574,core,AFUA_8G04470,estExt_Genewise1Plus.C_chr_5030247,AO090023000339
6575,unique,,estExt_Genewise1Plus.C_chr_102_t20190,
6576,core,AFUA_1G10770,fgenesh1_pg.chr_802_#_217,AO090038000339
6577,core,AFUA_1G10980,fgenesh1_pg.chr_802_#_240,AO090038000306
6578,unique,,,AO090011000249
6579,unique,,,AO090010000160
6580,unique,,fgenesh1_pg.chr_801_#_369,
6581,unique,,,AO090120000369
6582,core,AFUA_5G03180,fgenesh1_pg.chr_101_#_402,AO090102000521
6583,core,AFUA_5G03930,fgenesh1_pg.chr_101_#_470,AO090102000598
6584,unique,,,AO090009000601
6585,core,AFUA_5G02410,e_gw1.402.1610.1,AO090005001461
6586,exclusively_absent,AFUA_3G15390,,AO090010000674
6587,core,AFUA_4G09510,estExt_Genemark1.C_chr_6030037,AO090023000583
6588,unique,AFUA_6G07960,,
6589,unique,,,AO090166000008
6590,core,AFUA_1G15070,estExt_Genewise1.C_chr_202_t40180,AO090005001221
6591,unique,,,AO090138000107
6592,exclusively_absent,,estExt_fgenesh1_pm.C_chr_4010036,AO090023000566
6593,unique,,e_gw1.601.776.1,
6594,unique,,fgenesh1_pg.chr_401_#_14,
6595,exclusively_absent,AFUA_6G12390,e_gw1.802.526.1,
6596,unique,,fgenesh1_pg.chr_202_#_567,
6597,unique,,,AO090011000138
6598,unique,,fgenesh1_pg.chr_202_#_469,
6599,unique,,fgenesh1_pm.chr_301_#_149,
6600,unique,,gm1.4859_g,
6601,core,AFUA_4G11780,e_gw1.201.143.1,AO090003001037
6602,unique,,fgenesh1_pg.chr_601_#_422,
6603,unique,,fgenesh1_pg.chr_304_#_167,
6604,unique,AFUA_6G09730,,
6605,core,AFUA_2G05790,gw1.402.71.1,AO090001000698
6606,unique,,,AO090009000068
6607,exclusively_absent,AFUA_7G06890,,AO090308000022
6608,unique,AFUA_4G14830,,
6609,unique,,estExt_fgenesh1_pg.C_chr_801_t10251,
6610,core,AFUA_4G03620,gw1.102.83.1,AO090011000275
6611,unique,AFUA_2G14560,,
6612,core,AFUA_5G13210,fgenesh1_pg.chr_102_#_458,AO090120000461
6613,unique,,,AO090020000543
6614,exclusively_absent,,e_gw1.601.7.1,AO090001000093
6615,unique,,e_gw1.701.1275.1,
6616,unique,,estExt_fgenesh1_pm.C_chr_5020421,
6617,core,AFUA_5G12490,fgenesh1_pm.chr_102_#_379,AO090020000661
6618,unique,,,AO090038000271
6619,unique,,,AO090701000088
6620,core,AFUA_7G00800,estExt_fgenesh1_pg.C_chr_3030079,AO090023000038
6621,unique,,,AO090010000501
6622,unique,,fgenesh1_pg.chr_502_#_10,
6623,core,AFUA_5G09640,e_gw1.401.10.1,AO090020000593
6624,unique,,,AO090005000670
6625,unique,AFUA_7G01160,,
6626,core,AFUA_4G11190,CE33108_68,AO090003001103
6627,core,AFUA_3G13870,Aspni5.fgenesh1_pg.C_scaffold_2000697,AO090012000768
6628,unique,,fgenesh1_pg.chr_101_#_271,
6629,unique,,gm1.9866_g,
6630,unique,,,AO090001000567
6631,core,AFUA_4G07220,fgenesh1_pg.chr_602_#_133,AO090023000853
6632,unique,,,AO090701000525
6633,unique,AFUA_1G16620,,
6634,core,AFUA_2G06310,e_gw1.402.1693.1,AO090001000749
6635,exclusively_absent,,estExt_Genewise1.C_chr_701_t30119,AO090010000075
