"Afumigatus";"cluster"
"AFUA_5G05700";"cluster_4113"
"AFUA_7G03670";"cluster_4135"
"AFUA_2G04670";"cluster_4134"
"AFUA_8G05610";"cluster_4137"
"AFUA_3G08070";"cluster_4123"
"AFUA_3G09950";"cluster_4139"
"AFUA_1G15860";"cluster_4151"
"AFUA_2G13100";"cluster_4084"
"AFUA_3G08530";"cluster_4093"
"AFUA_2G11300";"cluster_4156"
"AFUA_6G02150";"cluster_3876"
"AFUA_2G00410";"cluster_3481"
"AFUA_4G09220";"cluster_4054"
"AFUA_5G00310";"cluster_4054"
"AFUA_1G09110";"cluster_4166"
"AFUA_7G01530";"cluster_4168"
"AFUA_4G14590";"cluster_3814"
"AFUA_3G06730";"cluster_4171"
"AFUA_2G16870";"cluster_4169"
"AFUA_6G02160";"cluster_4176"
"AFUA_6G02140";"cluster_4176"
"AFUA_5G02460";"cluster_4172"
"AFUA_4G03770";"cluster_3889"
"AFUA_2G15700";"cluster_4181"
"AFUA_6G11140";"cluster_3781"
"AFUA_3G08520";"cluster_4152"
"AFUA_4G08530";"cluster_4186"
"AFUA_6G14290";"cluster_4097"
"AFUA_3G08240";"cluster_4191"
"AFUA_4G13390";"cluster_4185"
"AFUA_7G05240";"cluster_4187"
"AFUA_5G07110";"cluster_3919"
"AFUA_4G00120";"cluster_4199"
"AFUA_3G03170";"cluster_3767"
"AFUA_4G04100";"cluster_4203"
"AFUA_2G13512";"cluster_4205"
"AFUA_4G03435";"cluster_4208"
"AFUA_3G13560";"cluster_1398"
"AFUA_5G13320";"cluster_4210"
"AFUA_3G01360";"cluster_4214"
"AFUA_3G10150";"cluster_4217"
"AFUA_2G08790";"cluster_4223"
"AFUA_4G13250";"cluster_4231"
"AFUA_7G06600";"cluster_2921"
"AFUA_5G08570";"cluster_4226"
"AFUA_5G08560";"cluster_4226"
"AFUA_5G11080";"cluster_4144"
"AFUA_2G06230";"cluster_4240"
"AFUA_2G02070";"cluster_4242"
"AFUA_3G15050";"cluster_4157"
"AFUA_1G14340";"cluster_4077"
"AFUA_7G04970";"cluster_4077"
"AFUA_6G04230";"cluster_2955"
"AFUA_2G03270";"cluster_4246"
"AFUA_6G05000";"cluster_4141"
"AFUA_5G07090";"cluster_4252"
"AFUA_4G12920";"cluster_4254"
"AFUA_7G00600";"cluster_2483"
"AFUA_7G00610";"cluster_2483"
"AFUA_4G14360";"cluster_4091"
"AFUA_5G07560";"cluster_4091"
"AFUA_2G12590";"cluster_4257"
"AFUA_3G01230";"cluster_1634"
"AFUA_1G11050";"cluster_1634"
"AFUA_7G04730";"cluster_4259"
"AFUA_3G13670";"cluster_4259"
"AFUA_4G07280";"cluster_4264"
"AFUA_2G05930";"cluster_4262"
"AFUA_3G10050";"cluster_4265"
"AFUA_1G16540";"cluster_4270"
"AFUA_1G16523";"cluster_4270"
"AFUA_6G07640";"cluster_4274"
"AFUA_3G12420";"cluster_3880"
"AFUA_4G11870";"cluster_4125"
"AFUA_4G04502";"cluster_4006"
"AFUA_3G04120";"cluster_4268"
"AFUA_1G16556";"cluster_3790"
"AFUA_5G07020";"cluster_4209"
"AFUA_4G13330";"cluster_4220"
"AFUA_8G01180";"cluster_905"
"AFUA_1G10220";"cluster_2963"
"AFUA_1G05610";"cluster_4303"
"AFUA_5G09740";"cluster_4298"
"AFUA_5G09350";"cluster_4067"
"AFUA_7G02560";"cluster_4309"
"AFUA_1G00510";"cluster_4309"
"AFUA_6G13490";"cluster_4297"
"AFUA_8G06020";"cluster_4297"
"AFUA_6G09930";"cluster_4310"
"AFUA_2G04110";"cluster_4211"
"AFUA_5G01940";"cluster_4315"
"AFUA_5G01330";"cluster_4276"
"AFUA_2G16280";"cluster_4146"
"AFUA_2G06170";"cluster_4325"
"AFUA_1G04990";"cluster_4304"
"AFUA_4G14000";"cluster_4331"
"AFUA_4G03490";"cluster_4339"
"AFUA_4G04680";"cluster_4069"
"AFUA_6G00600";"cluster_4328"
"AFUA_5G13710";"cluster_4020"
"AFUA_5G08470";"cluster_4280"
"AFUA_3G07040";"cluster_4346"
"AFUA_2G15370";"cluster_2787"
"AFUA_1G10540";"cluster_4337"
"AFUA_5G02840";"cluster_4348"
"AFUA_1G04490";"cluster_4351"
"AFUA_3G12660";"cluster_4192"
"AFUA_3G09380";"cluster_4318"
"AFUA_4G09080";"cluster_4271"
"AFUA_2G02920";"cluster_4360"
"AFUA_7G04700";"cluster_4365"
"AFUA_5G08330";"cluster_4308"
"AFUA_4G08320";"cluster_4089"
"AFUA_5G08840";"cluster_4147"
"AFUA_4G01560";"cluster_3991"
"AFUA_7G03830";"cluster_3972"
"AFUA_6G14610";"cluster_1865"
"AFUA_2G05730";"cluster_4261"
"AFUA_5G12690";"cluster_4383"
"AFUA_1G16350";"cluster_4379"
"AFUA_3G13600";"cluster_4130"
"AFUA_5G10490";"cluster_1446"
"AFUA_4G10160";"cluster_4219"
"AFUA_1G15490";"cluster_4392"
"AFUA_4G07890";"cluster_4398"
"AFUA_7G06680";"cluster_4102"
"AFUA_3G14380";"cluster_4401"
"AFUA_1G05410";"cluster_4294"
"AFUA_3G06090";"cluster_4341"
"AFUA_1G14880";"cluster_4183"
"AFUA_6G03860";"cluster_4410"
"AFUA_7G06580";"cluster_4060"
"AFUA_4G00430";"cluster_4060"
"AFUA_5G12510";"cluster_4409"
"AFUA_6G13920";"cluster_4409"
"AFUA_7G02420";"cluster_4413"
"AFUA_6G13190";"cluster_4245"
"AFUA_6G07540";"cluster_4408"
"AFUA_4G13350";"cluster_4411"
"AFUA_3G13420";"cluster_4021"
"AFUA_1G07330";"cluster_4421"
"AFUA_6G08100";"cluster_4419"
"AFUA_4G00610";"cluster_4366"
"AFUA_2G17490";"cluster_4427"
"AFUA_7G06350";"cluster_4354"
"AFUA_1G05510";"cluster_4428"
"AFUA_1G04380";"cluster_4436"
"AFUA_2G01900";"cluster_4367"
"AFUA_2G08390";"cluster_4407"
"AFUA_2G06320";"cluster_4452"
"AFUA_5G07150";"cluster_4449"
"AFUA_1G08840";"cluster_3604"
"AFUA_1G05620";"cluster_4458"
"AFUA_5G12230";"cluster_4468"
"AFUA_3G06020";"cluster_4469"
"AFUA_2G08690";"cluster_4234"
"AFUA_3G07380";"cluster_4471"
"AFUA_7G03800";"cluster_4475"
"AFUA_4G04650";"cluster_4478"
"AFUA_3G03640";"cluster_4373"
"AFUA_6G08470";"cluster_4483"
"AFUA_4G11540";"cluster_4483"
"AFUA_8G05020";"cluster_4420"
"AFUA_7G01270";"cluster_4323"
"AFUA_7G05440";"cluster_3733"
"AFUA_4G10220";"cluster_4479"
"AFUA_2G09220";"cluster_4444"
"AFUA_5G00410";"cluster_3974"
"AFUA_3G00240";"cluster_3974"
"AFUA_2G04690";"cluster_4485"
"AFUA_4G03940";"cluster_4476"
"AFUA_4G04140";"cluster_4492"
"AFUA_1G06860";"cluster_4423"
"AFUA_5G14140";"cluster_3793"
"AFUA_4G06230";"cluster_4344"
"AFUA_6G11480";"cluster_4508"
"AFUA_3G08280";"cluster_4496"
"AFUA_4G06970";"cluster_4516"
"AFUA_3G05480";"cluster_4523"
"AFUA_5G03790";"cluster_4229"
"AFUA_7G06420";"cluster_4525"
"AFUA_2G04320";"cluster_4525"
"AFUA_4G04120";"cluster_4529"
"AFUA_4G12480";"cluster_4530"
"AFUA_7G00710";"cluster_4532"
"AFUA_1G01560";"cluster_4480"
"AFUA_2G07750";"cluster_4538"
"AFUA_7G01690";"cluster_4540"
"AFUA_6G12690";"cluster_3970"
"AFUA_6G07720";"cluster_4533"
"AFUA_7G02050";"cluster_4506"
"AFUA_2G14760";"cluster_4547"
"AFUA_2G02120";"cluster_3334"
"AFUA_8G05140";"cluster_4550"
"AFUA_4G12870";"cluster_4509"
"AFUA_4G04010";"cluster_4461"
"AFUA_6G09020";"cluster_4382"
"AFUA_6G05150";"cluster_3290"
"AFUA_5G03380";"cluster_4562"
"AFUA_5G02600";"cluster_4563"
"AFUA_3G10850";"cluster_4563"
"AFUA_5G02700";"cluster_4482"
"AFUA_6G04870";"cluster_4564"
"AFUA_5G08850";"cluster_4567"
"AFUA_6G12730";"cluster_4575"
"AFUA_4G07380";"cluster_4277"
"AFUA_6G10900";"cluster_4418"
"AFUA_4G11960";"cluster_4440"
"AFUA_6G02100";"cluster_4555"
"AFUA_3G00100";"cluster_4590"
"AFUA_2G15580";"cluster_4597"
"AFUA_2G15570";"cluster_4597"
"AFUA_6G07900";"cluster_4345"
"AFUA_6G08010";"cluster_4601"
"AFUA_4G03610";"cluster_1262"
"AFUA_6G07850";"cluster_4604"
"AFUA_6G01900";"cluster_4552"
"AFUA_1G15670";"cluster_4585"
"AFUA_5G06050";"cluster_4606"
"AFUA_2G14840";"cluster_4047"
"AFUA_2G10900";"cluster_3866"
"AFUA_4G10070";"cluster_3976"
"AFUA_8G04050";"cluster_4621"
"AFUA_1G00580";"cluster_4621"
"AFUA_3G07950";"cluster_4625"
"AFUA_1G17190";"cluster_4464"
"AFUA_7G04020";"cluster_4630"
"AFUA_3G03440";"cluster_4584"
"AFUA_3G07410";"cluster_4258"
"AFUA_1G04410";"cluster_4634"
"AFUA_1G01690";"cluster_4635"
"AFUA_2G14940";"cluster_4640"
"AFUA_8G04120";"cluster_4643"
"AFUA_1G00420";"cluster_4643"
"AFUA_5G13640";"cluster_4639"
"AFUA_7G02600";"cluster_3894"
"AFUA_4G04600";"cluster_4613"
"AFUA_4G04612";"cluster_4613"
"AFUA_6G11230";"cluster_4173"
"AFUA_6G11770";"cluster_4008"
"AFUA_5G07760";"cluster_4579"
"AFUA_8G00890";"cluster_4657"
"AFUA_3G13950";"cluster_4652"
"AFUA_5G06370";"cluster_4654"
"AFUA_4G03920";"cluster_4658"
"AFUA_3G07700";"cluster_4660"
"AFUA_5G02340";"cluster_4519"
"AFUA_7G01450";"cluster_4668"
"AFUA_7G01180";"cluster_4672"
"AFUA_1G11720";"cluster_4673"
"AFUA_4G11230";"cluster_4598"
"AFUA_8G05860";"cluster_4578"
"AFUA_5G00930";"cluster_4578"
"AFUA_2G05850";"cluster_4456"
"AFUA_3G01580";"cluster_3914"
"AFUA_3G08930";"cluster_4615"
"AFUA_7G01490";"cluster_3999"
"AFUA_3G12160";"cluster_4669"
"AFUA_2G09540";"cluster_4686"
"AFUA_1G05980";"cluster_4700"
"AFUA_8G05430";"cluster_4701"
"AFUA_2G11670";"cluster_3973"
"AFUA_1G13890";"cluster_4696"
"AFUA_6G11680";"cluster_4616"
"AFUA_1G16480";"cluster_4699"
"AFUA_4G06640";"cluster_4154"
"AFUA_6G03490";"cluster_4248"
"AFUA_1G14870";"cluster_4727"
"AFUA_8G06490";"cluster_4040"
"AFUA_5G10940";"cluster_4040"
"AFUA_7G01380";"cluster_4728"
"AFUA_4G03470";"cluster_4716"
"AFUA_3G14000";"cluster_4724"
"AFUA_2G09290";"cluster_4726"
"AFUA_4G11270";"cluster_4690"
"AFUA_7G01290";"cluster_4712"
"AFUA_3G06520";"cluster_4733"
"AFUA_6G02400";"cluster_4569"
"AFUA_6G11460";"cluster_4739"
"AFUA_3G07200";"cluster_4732"
"AFUA_2G14670";"cluster_4278"
"AFUA_7G01910";"cluster_4758"
"AFUA_8G00670";"cluster_4756"
"AFUA_3G14090";"cluster_3715"
"AFUA_6G07320";"cluster_4759"
"AFUA_3G10680";"cluster_4765"
"AFUA_1G04460";"cluster_4766"
"AFUA_3G12750";"cluster_4618"
"AFUA_5G01850";"cluster_4284"
"AFUA_7G04290";"cluster_4711"
"AFUA_6G03620";"cluster_4775"
"AFUA_3G15230";"cluster_4773"
"AFUA_1G14530";"cluster_4773"
"AFUA_2G04170";"cluster_4742"
"AFUA_2G15780";"cluster_4777"
"AFUA_2G03500";"cluster_4774"
"AFUA_1G11390";"cluster_4778"
"AFUA_6G02550";"cluster_4595"
"AFUA_8G02400";"cluster_4779"
"AFUA_6G07730";"cluster_4603"
"AFUA_4G14350";"cluster_4789"
"AFUA_4G11770";"cluster_3241"
"AFUA_5G14490";"cluster_4785"
"AFUA_5G02790";"cluster_4792"
"AFUA_1G15280";"cluster_4082"
"AFUA_5G03050";"cluster_4786"
"AFUA_2G11990";"cluster_3216"
"AFUA_2G15730";"cluster_4580"
"AFUA_6G14410";"cluster_4688"
"AFUA_8G07070";"cluster_4796"
"AFUA_7G06380";"cluster_4796"
"AFUA_6G07300";"cluster_4803"
"AFUA_7G00730";"cluster_4683"
"AFUA_4G12600";"cluster_4807"
"AFUA_1G11870";"cluster_4808"
"AFUA_7G05910";"cluster_4771"
"AFUA_6G03020";"cluster_4809"
"AFUA_1G13350";"cluster_4751"
"AFUA_1G14950";"cluster_4710"
"AFUA_5G07780";"cluster_4819"
"AFUA_1G01740";"cluster_4824"
"AFUA_8G00730";"cluster_4522"
"AFUA_7G05210";"cluster_4466"
"AFUA_4G06120";"cluster_4799"
"AFUA_4G03740";"cluster_4848"
"AFUA_4G03140";"cluster_4818"
"AFUA_4G04320";"cluster_4850"
"AFUA_2G05330";"cluster_4448"
"AFUA_2G05320";"cluster_4448"
"AFUA_3G13400";"cluster_4684"
"AFUA_2G06090";"cluster_4432"
"AFUA_7G01990";"cluster_4855"
"AFUA_6G00490";"cluster_4426"
"AFUA_5G08940";"cluster_4227"
"AFUA_6G04530";"cluster_4820"
"AFUA_2G08010";"cluster_4798"
"AFUA_1G03890";"cluster_4859"
"AFUA_5G13540";"cluster_4860"
"AFUA_1G16690";"cluster_4841"
"AFUA_5G10070";"cluster_4396"
"AFUA_2G03060";"cluster_4385"
"AFUA_8G07370";"cluster_4876"
"AFUA_6G10600";"cluster_4875"
"AFUA_4G09040";"cluster_4878"
"AFUA_5G11500";"cluster_4827"
"AFUA_1G11960";"cluster_4502"
"AFUA_4G04710";"cluster_4586"
"AFUA_5G06800";"cluster_4454"
"AFUA_6G08750";"cluster_4884"
"AFUA_5G03290";"cluster_4886"
"AFUA_6G04400";"cluster_4762"
"AFUA_5G01890";"cluster_4395"
"AFUA_5G14390";"cluster_4459"
"AFUA_7G06060";"cluster_4905"
"AFUA_6G08380";"cluster_4911"
"AFUA_1G15940";"cluster_4908"
"AFUA_5G11550";"cluster_4899"
"AFUA_3G15090";"cluster_4745"
"AFUA_6G00750";"cluster_4813"
"AFUA_3G01560";"cluster_4915"
"AFUA_5G04260";"cluster_4915"
"AFUA_1G11850";"cluster_4857"
"AFUA_3G09630";"cluster_4927"
"AFUA_3G06580";"cluster_4836"
"AFUA_3G13930";"cluster_4924"
"AFUA_5G13340";"cluster_4933"
"AFUA_4G10990";"cluster_4882"
"AFUA_3G06820";"cluster_4925"
"AFUA_2G05840";"cluster_4938"
"AFUA_4G00480";"cluster_4938"
"AFUA_4G00470";"cluster_4938"
"AFUA_2G16860";"cluster_4935"
"AFUA_2G10910";"cluster_4215"
"AFUA_8G07240";"cluster_4215"
"AFUA_4G07820";"cluster_4689"
"AFUA_6G12570";"cluster_4874"
"AFUA_5G06140";"cluster_4949"
"AFUA_1G15500";"cluster_4948"
"AFUA_3G11840";"cluster_4846"
"AFUA_1G16790";"cluster_4952"
"AFUA_5G02800";"cluster_4746"
"AFUA_6G06680";"cluster_4697"
"AFUA_2G05650";"cluster_4966"
"AFUA_1G06020";"cluster_4729"
"AFUA_4G09170";"cluster_4537"
"AFUA_3G06530";"cluster_4961"
"AFUA_2G16020";"cluster_4963"
"AFUA_1G12490";"cluster_4178"
"AFUA_6G03460";"cluster_3519"
"AFUA_4G04740";"cluster_4981"
"AFUA_3G02060";"cluster_4663"
"AFUA_6G08980";"cluster_4983"
"AFUA_3G02010";"cluster_4975"
"AFUA_6G03700";"cluster_5001"
"AFUA_1G15910";"cluster_5005"
"AFUA_1G17090";"cluster_5008"
"AFUA_5G01520";"cluster_4985"
"AFUA_6G14442";"cluster_4865"
"AFUA_5G09840";"cluster_4993"
"AFUA_2G17330";"cluster_4999"
"AFUA_6G08110";"cluster_5011"
"AFUA_4G12900";"cluster_4956"
"AFUA_6G13790";"cluster_5002"
"AFUA_1G05150";"cluster_5019"
"AFUA_7G05310";"cluster_5020"
"AFUA_6G04860";"cluster_5021"
"AFUA_1G17520";"cluster_4970"
"AFUA_7G00940";"cluster_1312"
"AFUA_3G13880";"cluster_4996"
"AFUA_4G08660";"cluster_5038"
"AFUA_4G08680";"cluster_5038"
"AFUA_1G01180";"cluster_5047"
"AFUA_1G15810";"cluster_5051"
"AFUA_1G07625";"cluster_5057"
"AFUA_6G06560";"cluster_3572"
"AFUA_1G12390";"cluster_4715"
"AFUA_3G11070";"cluster_5050"
"AFUA_1G04580";"cluster_4795"
"AFUA_3G03900";"cluster_4864"
"AFUA_3G09210";"cluster_4453"
"AFUA_3G03010";"cluster_4897"
"AFUA_2G06300";"cluster_5070"
"AFUA_3G13250";"cluster_5071"
"AFUA_6G07100";"cluster_4994"
"AFUA_7G06810";"cluster_3342"
"AFUA_2G08110";"cluster_4869"
"AFUA_5G11260";"cluster_5065"
"AFUA_6G03290";"cluster_5052"
"AFUA_2G14090";"cluster_5085"
"AFUA_8G05170";"cluster_5088"
"AFUA_6G13180";"cluster_4973"
"AFUA_2G08940";"cluster_5090"
"AFUA_5G11440";"cluster_5035"
"AFUA_4G12830";"cluster_4801"
"AFUA_6G07680";"cluster_5103"
"AFUA_1G05550";"cluster_4812"
"AFUA_2G14290";"cluster_5058"
"AFUA_6G07770";"cluster_5109"
"AFUA_2G10160";"cluster_5097"
"AFUA_2G16660";"cluster_4079"
"AFUA_4G08140";"cluster_5115"
"AFUA_3G03150";"cluster_5110"
"AFUA_5G07870";"cluster_5105"
"AFUA_1G13110";"cluster_5118"
"AFUA_2G02320";"cluster_5053"
"AFUA_3G02780";"cluster_5122"
"AFUA_2G09890";"cluster_4472"
"AFUA_1G16660";"cluster_4772"
"AFUA_4G09960";"cluster_5016"
"AFUA_4G04250";"cluster_5124"
"AFUA_3G10840";"cluster_5125"
"AFUA_1G16220";"cluster_3137"
"AFUA_1G11310";"cluster_3804"
"AFUA_3G09080";"cluster_5142"
"AFUA_1G10080";"cluster_5048"
"AFUA_6G08250";"cluster_4415"
"AFUA_2G08800";"cluster_4817"
"AFUA_5G01540";"cluster_4862"
"AFUA_3G01520";"cluster_4862"
"AFUA_6G03530";"cluster_4521"
"AFUA_4G04160";"cluster_5151"
"AFUA_4G04170";"cluster_5151"
"AFUA_3G07340";"cluster_4539"
"AFUA_6G09820";"cluster_5121"
"AFUA_2G12470";"cluster_5146"
"AFUA_5G03520";"cluster_5149"
"AFUA_5G03510";"cluster_5149"
"AFUA_2G10560";"cluster_4406"
"AFUA_6G08000";"cluster_4904"
"AFUA_5G09510";"cluster_5164"
"AFUA_8G05210";"cluster_5163"
"AFUA_1G15150";"cluster_4317"
"AFUA_7G04170";"cluster_5153"
"AFUA_1G11090";"cluster_5165"
"AFUA_3G10790";"cluster_2011"
"AFUA_3G10780";"cluster_2011"
"AFUA_8G04910";"cluster_5157"
"AFUA_1G15960";"cluster_5175"
"AFUA_4G13660";"cluster_5179"
"AFUA_5G07580";"cluster_5176"
"AFUA_4G13230";"cluster_5130"
"AFUA_3G08430";"cluster_5188"
"AFUA_2G12080";"cluster_5188"
"AFUA_3G08440";"cluster_5188"
"AFUA_5G03640";"cluster_5182"
"AFUA_4G07435";"cluster_5190"
"AFUA_4G13090";"cluster_5186"
"AFUA_2G13390";"cluster_5184"
"AFUA_4G08060";"cluster_5180"
"AFUA_2G14410";"cluster_4853"
"AFUA_8G02530";"cluster_5119"
"AFUA_4G12850";"cluster_5197"
"AFUA_1G06040";"cluster_4942"
"AFUA_4G03790";"cluster_5078"
"AFUA_8G01850";"cluster_4980"
"AFUA_4G14670";"cluster_5210"
"AFUA_2G16730";"cluster_5203"
"AFUA_2G05880";"cluster_5211"
"AFUA_1G12150";"cluster_5220"
"AFUA_2G11520";"cluster_4629"
"AFUA_5G01160";"cluster_4629"
"AFUA_7G00950";"cluster_4629"
"AFUA_1G13210";"cluster_5232"
"AFUA_1G01430";"cluster_5236"
"AFUA_8G04850";"cluster_5148"
"AFUA_6G06620";"cluster_5234"
"AFUA_5G09360";"cluster_5238"
"AFUA_1G08830";"cluster_5237"
"AFUA_4G01350";"cluster_5202"
"AFUA_3G15250";"cluster_5133"
"AFUA_5G11400";"cluster_5249"
"AFUA_2G02590";"cluster_5250"
"AFUA_1G16550";"cluster_5254"
"AFUA_5G00670";"cluster_5156"
"AFUA_4G04130";"cluster_5195"
"AFUA_4G01480";"cluster_5277"
"AFUA_6G09240";"cluster_5107"
"AFUA_5G09550";"cluster_5283"
"AFUA_5G07250";"cluster_5284"
"AFUA_2G03370";"cluster_4946"
"AFUA_3G06600";"cluster_5171"
"AFUA_1G17160";"cluster_5287"
"AFUA_6G03730";"cluster_5276"
"AFUA_5G02210";"cluster_5266"
"AFUA_1G07170";"cluster_5294"
"AFUA_5G05570";"cluster_4340"
"AFUA_1G06210";"cluster_5139"
"AFUA_6G08200";"cluster_5273"
"AFUA_6G13540";"cluster_5295"
"AFUA_4G01140";"cluster_5298"
"AFUA_3G12490";"cluster_4972"
"AFUA_8G05320";"cluster_5316"
"AFUA_3G12650";"cluster_5314"
"AFUA_6G08410";"cluster_5317"
"AFUA_8G04560";"cluster_5323"
"AFUA_3G09230";"cluster_5315"
"AFUA_4G13260";"cluster_5111"
"AFUA_4G00990";"cluster_5304"
"AFUA_3G03320";"cluster_5322"
"AFUA_1G00520";"cluster_2443"
"AFUA_2G00720";"cluster_5346"
"AFUA_4G14610";"cluster_5339"
"AFUA_1G13310";"cluster_5312"
"AFUA_8G04150";"cluster_5347"
"AFUA_8G04090";"cluster_5340"
"AFUA_3G10970";"cluster_5356"
"AFUA_6G03320";"cluster_4499"
"AFUA_4G09110";"cluster_5353"
"AFUA_4G09100";"cluster_5353"
"AFUA_7G01090";"cluster_5281"
"AFUA_1G09060";"cluster_5349"
"AFUA_1G03950";"cluster_5359"
"AFUA_5G01510";"cluster_5131"
"AFUA_2G05250";"cluster_5343"
"AFUA_3G03780";"cluster_5366"
"AFUA_6G04270";"cluster_5368"
"AFUA_5G04420";"cluster_5364"
"AFUA_1G17630";"cluster_5143"
"AFUA_7G00390";"cluster_5083"
"AFUA_2G09640";"cluster_5371"
"AFUA_2G02110";"cluster_5259"
"AFUA_2G03320";"cluster_4903"
"AFUA_5G05510";"cluster_4854"
"AFUA_2G09790";"cluster_5383"
"AFUA_8G02200";"cluster_5385"
"AFUA_4G00550";"cluster_5390"
"AFUA_5G06530";"cluster_5084"
"AFUA_1G15510";"cluster_5032"
"AFUA_1G06890";"cluster_5247"
"AFUA_6G09070";"cluster_5386"
"AFUA_2G11130";"cluster_5333"
"AFUA_1G11550";"cluster_5393"
"AFUA_3G13000";"cluster_5398"
"AFUA_5G01240";"cluster_5332"
"AFUA_2G16750";"cluster_5412"
"AFUA_5G04360";"cluster_5395"
"AFUA_3G09330";"cluster_5420"
"AFUA_2G16090";"cluster_5405"
"AFUA_6G03300";"cluster_5262"
"AFUA_6G03310";"cluster_5262"
"AFUA_5G11450";"cluster_5429"
"AFUA_4G12720";"cluster_5437"
"AFUA_8G02600";"cluster_5439"
"AFUA_8G00800";"cluster_5443"
"AFUA_5G00370";"cluster_5443"
"AFUA_4G13710";"cluster_5430"
"AFUA_1G09150";"cluster_5094"
"AFUA_2G04290";"cluster_5458"
"AFUA_3G14760";"cluster_5458"
"AFUA_3G01070";"cluster_5464"
"AFUA_1G14080";"cluster_5461"
"AFUA_2G14100";"cluster_5444"
"AFUA_5G09720";"cluster_5467"
"AFUA_6G03510";"cluster_5467"
"AFUA_6G13350";"cluster_5468"
"AFUA_3G11330";"cluster_5363"
"AFUA_2G03420";"cluster_5004"
"AFUA_5G06230";"cluster_5427"
"AFUA_4G03370";"cluster_5427"
"AFUA_1G16980";"cluster_5334"
"AFUA_4G08600";"cluster_5098"
"AFUA_8G02310";"cluster_5098"
"AFUA_5G09470";"cluster_4542"
"AFUA_5G14270";"cluster_5248"
"AFUA_3G08230";"cluster_4338"
"AFUA_7G04040";"cluster_5482"
"AFUA_3G14560";"cluster_5446"
"AFUA_6G02470";"cluster_4829"
"AFUA_5G08500";"cluster_5463"
"AFUA_2G12500";"cluster_4892"
"AFUA_6G11340";"cluster_5504"
"AFUA_2G00220";"cluster_5503"
"AFUA_6G12330";"cluster_5505"
"AFUA_2G05680";"cluster_5419"
"AFUA_2G09240";"cluster_5480"
"AFUA_2G09400";"cluster_4544"
"AFUA_2G09710";"cluster_5515"
"AFUA_2G14590";"cluster_5518"
"AFUA_4G00800";"cluster_5518"
"AFUA_7G01620";"cluster_5138"
"AFUA_2G17540";"cluster_3694"
"AFUA_1G02630";"cluster_5525"
"AFUA_3G07830";"cluster_5028"
"AFUA_1G06730";"cluster_5529"
"AFUA_5G02120";"cluster_5500"
"AFUA_4G12550";"cluster_5535"
"AFUA_4G11180";"cluster_5536"
"AFUA_1G03120";"cluster_5538"
"AFUA_5G07370";"cluster_5132"
"AFUA_1G15760";"cluster_5511"
"AFUA_6G11570";"cluster_5543"
"AFUA_3G01110";"cluster_5313"
"AFUA_6G13780";"cluster_5286"
"AFUA_2G02040";"cluster_5328"
"AFUA_1G12310";"cluster_5554"
"AFUA_6G02740";"cluster_2517"
"AFUA_8G02610";"cluster_5532"
"AFUA_2G03610";"cluster_5560"
"AFUA_1G06980";"cluster_5545"
"AFUA_6G13880";"cluster_5561"
"AFUA_5G13830";"cluster_5562"
"AFUA_6G10850";"cluster_5563"
"AFUA_4G08490";"cluster_5565"
"AFUA_2G07400";"cluster_5326"
"AFUA_2G07380";"cluster_5326"
"AFUA_4G07230";"cluster_5569"
"AFUA_5G01480";"cluster_5524"
"AFUA_2G13300";"cluster_5524"
"AFUA_4G07720";"cluster_5263"
"AFUA_5G07980";"cluster_5275"
"AFUA_5G14920";"cluster_5275"
"AFUA_3G05320";"cluster_5581"
"AFUA_6G13160";"cluster_5580"
"AFUA_3G00430";"cluster_5541"
"AFUA_2G12330";"cluster_3955"
"AFUA_2G10060";"cluster_5579"
"AFUA_1G16650";"cluster_5591"
"AFUA_5G00430";"cluster_5521"
"AFUA_6G08140";"cluster_5492"
"AFUA_2G01370";"cluster_4910"
"AFUA_1G16710";"cluster_5508"
"AFUA_7G01700";"cluster_5606"
"AFUA_2G11010";"cluster_5614"
"AFUA_3G00980";"cluster_1401"
"AFUA_3G01002";"cluster_1401"
"AFUA_2G03000";"cluster_5615"
"AFUA_5G10480";"cluster_5612"
"AFUA_8G04020";"cluster_4501"
"AFUA_1G00610";"cluster_4501"
"AFUA_3G12720";"cluster_5620"
"AFUA_5G06720";"cluster_5620"
"AFUA_5G06810";"cluster_4553"
"AFUA_5G12700";"cluster_5622"
"AFUA_4G08520";"cluster_5621"
"AFUA_2G02000";"cluster_5624"
"AFUA_3G01530";"cluster_5630"
"AFUA_6G03540";"cluster_5633"
"AFUA_8G05710";"cluster_5626"
"AFUA_2G01780";"cluster_4919"
"AFUA_5G00500";"cluster_5351"
"AFUA_1G12620";"cluster_5451"
"AFUA_1G06550";"cluster_5285"
"AFUA_4G02870";"cluster_4189"
"AFUA_8G02130";"cluster_5652"
"AFUA_2G13380";"cluster_5651"
"AFUA_8G02260";"cluster_3234"
"AFUA_8G05070";"cluster_3234"
"AFUA_7G00290";"cluster_5663"
"AFUA_4G13080";"cluster_5516"
"AFUA_7G01880";"cluster_5587"
"AFUA_4G00370";"cluster_5661"
"AFUA_2G03650";"cluster_5481"
"AFUA_3G09590";"cluster_4964"
"AFUA_1G17680";"cluster_5586"
"AFUA_7G01740";"cluster_4816"
"AFUA_2G03950";"cluster_4247"
"AFUA_1G04950";"cluster_4247"
"AFUA_4G03780";"cluster_5692"
"AFUA_1G11580";"cluster_5634"
